FID;FID_dai_lo;ID;INFO;UNSICHER;OLD;FID_phucso;ID_1;INFO_1;UNSICHER_1;OLD_1;FID_dong_g;ID_12;INFO_12;OLD_12;UNSICHER_2;FID_namgia;ID_12_13;INFO_12_13;UNSICHER_3;OLD_12_13;BUFF_DIST;area;ORIG_FID;TPFID;soil1;waterriver;VGTB_LandC;Topographi;litho1;fill_dgmq3;curvature;aspect;dgm_slope1;NEAR_FID;NEAR_DIST;curv_pln;curv_profi;longitude;latitude;is_ls
605;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;605;605;3;99;1;5,3483801;2;666,9190063;-2,1185999;278,5559998;25,2276993;41;29,605220976999998;-0,6483260;1,4702700;768348,0000000;1771480,0000000;1
606;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;606;606;3;99;3;4,8592701;2;727,2329712;-1,2534000;301,7470093;28,8731003;41;32,354867038000002;-0,5437730;0,7096320;768404,0000000;1771790,0000000;1
607;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;607;607;3;99;3;5,4398899;3;595,7210083;0,0893148;42,4525986;13,3908997;7;0,690757285041000;-0,1155120;-0,2048270;835803,0000000;1671730,0000000;1
608;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;608;608;3;99;3;5,2049699;3;582,9249878;0,5362750;347,8689880;11,1171999;7;4,762997926980000;0,4904310;-0,0458444;835844,0000000;1672100,0000000;1
609;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;609;609;3;99;3;4,8048701;3;566,8070068;0,5054460;271,4089966;25,0163002;7;1,341920409080000;0,1965910;-0,3088540;835872,0000000;1672400,0000000;1
610;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;610;610;3;99;2;4,6712699;3;560,8109741;-0,8944630;256,6329956;17,6257000;7;7,705925876710000;-0,3216210;0,5728420;836079,0000000;1672610,0000000;1
611;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;611;611;3;99;2;4,7719698;3;550,6409912;0,2633260;60,5905991;27,0837994;7;1,853818624720000;0,0413132;-0,2220130;835788,0000000;1672960,0000000;1
612;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;612;612;3;99;5;4,4260101;3;558,7789917;2,7146900;125,1090012;18,8234997;4672;2,365931177710000;0,3869900;-2,3276999;835769,0000000;1673090,0000000;1
613;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;613;613;3;99;5;4,6944799;3;511,5220032;0,8197900;25,6154003;21,5790997;7;9,263023975439999;0,2211690;-0,5986220;835823,0000000;1673430,0000000;1
614;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;614;614;3;99;2;6,1010098;3;500,9800110;-0,3693750;339,4790039;4,9759302;7;10,491819283400000;-0,2687110;0,1006640;836139,0000000;1674020,0000000;1
615;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;615;615;3;99;1;4,5590301;3;496,5029907;-0,2195160;83,7528992;30,3106995;7;10,284347672199999;-0,1522990;0,0672172;836035,0000000;1674340,0000000;1
616;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;616;616;3;99;3;5,0474000;3;457,2460022;1,4835100;137,9759979;12,4905996;7;5,654763749360000;0,7479070;-0,7356070;836497,0000000;1674550,0000000;1
617;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;617;617;3;99;3;4,6515098;3;467,3439941;-0,2496540;139,9420013;28,0072994;7;8,246897334640000;0,0013226;0,2509770;836379,0000000;1674540,0000000;1
618;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;618;618;3;99;1;4,9433599;3;362,1659851;-0,0576274;54,5015984;25,9964008;7;1,514668973290000;0,1476610;0,2052880;836365,0000000;1674910,0000000;1
619;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;619;619;3;99;3;4,6563201;3;349,9389954;-0,1474950;316,7059937;30,1049004;7;6,657348044720000;0,0222251;0,1697200;836202,0000000;1675050,0000000;1
620;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;620;620;3;99;2;4,6522398;3;349,3590088;0,5182120;322,8340149;28,3101006;7;6,675984862690000;0,2534220;-0,2647910;836241,0000000;1675080,0000000;1
621;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;621;621;3;99;3;5,1010900;3;338,3909912;-0,7754310;59,5693016;26,4263000;7;12,178847632100000;0,1469380;0,9223700;836121,0000000;1675100,0000000;1
622;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;622;622;3;99;3;4,7079701;3;303,5799866;0,9026490;86,7268982;27,8497009;7;15,918635022500000;0,9233550;0,0207057;836150,0000000;1675330,0000000;1
623;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;623;623;3;99;2;5,4079499;3;284,6380005;0,2563240;66,7791977;23,3726997;7;9,999901528270000;0,6558740;0,3995500;836161,0000000;1675370,0000000;1
624;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;624;624;3;99;2;5,2632098;3;272,2810059;-0,3641830;64,3274002;22,6303997;4686;1,825136920810000;-0,0298822;0,3343010;836127,0000000;1675450,0000000;1
625;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;625;625;3;99;2;6,5146799;3;261,0079956;-1,6903900;28,6627007;18,5657997;7;0,515601203540000;-0,4365990;1,2537900;836018,0000000;1675560,0000000;1
626;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;626;626;3;99;5;4,8207598;3;335,3729858;1,3176000;273,8630066;25,6770000;4595;1,679650121650000;0,4017980;-0,9158020;835680,0000000;1676620,0000000;1
627;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;627;627;3;99;5;5,9223800;3;334,3670044;-1,1336300;215,3890076;17,5249996;7;1,926176030080000;-0,3676050;0,7660240;835679,0000000;1676730,0000000;1
628;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;628;628;3;99;2;5,0841799;3;324,1199951;-0,2052880;249,9250031;15,2621002;4595;0,568133215244000;0,0510772;0,2563660;835599,0000000;1676780,0000000;1
629;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;629;629;3;99;3;4,8891301;3;337,4679871;-0,0299276;295,1459961;17,8789005;7;16,687786645700001;-0,0750416;-0,0451140;835335,0000000;1679460,0000000;1
630;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;630;630;3;30;2;5,3244100;3;351,7409973;-0,2724540;124,6679993;30,5725994;7;10,734383425300001;0,3499900;0,6224440;835055,0000000;1679730,0000000;1
631;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;631;631;3;99;3;4,7976699;3;336,6749878;-0,2654720;273,5849915;33,0718002;7;16,947942984800001;-0,2660270;-0,0005545;834758,0000000;1680050,0000000;1
632;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;632;632;3;90;5;6,2567601;3;279,6149902;0,4335530;298,1799927;32,1380005;4596;20,141309109700000;-0,1182530;-0,5518060;834865,0000000;1680740,0000000;1
633;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;633;633;3;99;3;6,5479298;3;305,4689941;-0,2101140;217,1100006;24,0821991;4596;7,434197771220000;-0,5364330;-0,3263190;834659,0000000;1682290,0000000;1
634;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;634;634;3;99;3;4,8264799;3;300,7130127;0,6948990;252,2010040;30,4825001;4596;7,975158309990000;0,3769700;-0,3179290;834560,0000000;1682390,0000000;1
635;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;635;635;3;99;3;5,5001998;3;255,9160004;0,3829890;234,3690033;31,0349998;7;1,665930722740000;0,1123080;-0,2706810;832758,0000000;1684550,0000000;1
636;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;636;636;3;30;2;6,4896202;3;192,6150055;0,0988803;332,7810059;9,2069302;8;4,238174125140000;-0,0644389;-0,1633190;833519,0000000;1687830,0000000;1
637;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;637;637;3;30;2;5,8101101;3;179,5670013;-0,2085420;37,1870003;11,9329996;8;6,526036177060000;0,1638590;0,3724010;833277,0000000;1688000,0000000;1
638;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;638;638;3;99;2;5,2112398;3;196,9550018;0,2535940;327,2349854;18,1289005;8;8,156898486519999;0,2561430;0,0025485;834761,0000000;1688030,0000000;1
639;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;639;639;3;99;1;5,3532901;3;361,8500061;0,2215030;88,2024994;20,6814995;4599;6,108205153130000;0,0183389;-0,2031640;837395,0000000;1688600,0000000;1
640;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;640;640;3;30;5;4,9628000;3;265,4169922;-1,4966400;72,3529968;23,0002003;4598;2,890474616370000;-0,0823620;1,4142801;838528,0000000;1689080,0000000;1
641;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;641;641;3;90;2;7,2560902;3;253,3739929;-1,7379301;54,9201012;12,4053001;8;13,248033804800000;-0,4335750;1,3043500;838174,0000000;1689330,0000000;1
642;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;642;642;3;30;2;6,4969702;3;258,7179871;-1,0372800;85,1938019;18,8866997;8;3,303622862720000;0,1984740;1,2357500;838148,0000000;1689430,0000000;1
643;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;643;643;3;60;2;5,6520400;3;260,8049927;-1,0221000;54,9446983;22,1546001;4598;9,360412711140000;0,0204004;1,0425000;838132,0000000;1689490,0000000;1
644;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;644;644;3;90;2;5,2690501;3;266,9960022;-0,9253340;82,9516983;26,5925999;8;22,749076356700002;-0,3434420;0,5818910;838070,0000000;1689580,0000000;1
645;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;645;645;3;30;5;4,6960802;4;201,5440063;-0,0058356;258,4689941;29,4622002;8;11,787151521300000;0,0689396;0,0747752;836333,0000000;1692320,0000000;1
646;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;646;646;3;99;2;4,9531398;4;294,8510132;-0,6383290;271,5350037;23,5769997;8;7,274519761870000;0,0582404;0,6965700;835708,0000000;1694450,0000000;1
647;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;647;647;3;99;2;4,5090599;4;303,8250122;-0,6521470;267,3370056;31,2056007;8;5,003659640570000;0,1420190;0,7941660;835636,0000000;1694740,0000000;1
648;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;648;648;3;99;5;5,3411598;4;316,4530029;-0,2048480;228,5090027;27,0109005;8;8,062468579340001;-0,3989950;-0,1941470;835431,0000000;1695500,0000000;1
649;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;649;649;3;99;3;4,9006100;4;325,6279907;1,5142100;256,3129883;23,9272995;8;2,296833003420000;0,8314460;-0,6827690;835363,0000000;1695570,0000000;1
650;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;650;650;3;99;5;5,0552001;4;316,3179932;0,0353156;286,8009949;24,2292004;8;9,282224839630000;0,0055839;-0,0297317;835355,0000000;1695660,0000000;1
651;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;651;651;3;99;5;6,7211499;4;265,8009949;-0,0147705;264,4679871;5,9517498;8;8,772608575590001;0,0338895;0,0486600;836238,0000000;1696380,0000000;1
652;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;652;652;3;99;2;5,4491301;4;245,5010071;-0,4253050;344,5880127;22,3355999;8;17,362058450399999;-0,4460110;-0,0207063;836569,0000000;1696650,0000000;1
653;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;653;653;3;99;5;5,3321099;4;258,7879944;-0,5796470;335,5539856;25,9207993;8;0,431976371320000;-0,4042660;0,1753810;836328,0000000;1696660,0000000;1
654;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;654;654;3;99;2;4,9358802;4;274,0209961;2,2968600;356,6059875;23,2310009;8;3,273178252280000;1,0332400;-1,2636300;836386,0000000;1696660,0000000;1
655;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;655;655;3;99;9;4,9654198;4;202,0180054;-0,5961100;348,9549866;20,1037006;8;4,458834666590000;-0,2209800;0,3751300;837172,0000000;1696890,0000000;1
656;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;656;656;1;99;3;6,4689999;3;1150,4399414;-0,5507540;343,7420044;21,9563999;24;11,900336505900000;-0,2882420;0,2625130;814255,0000000;1669370,0000000;1
657;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;657;657;1;99;6;4,5857000;3;1153,4699707;0,2719460;232,0789948;30,5347004;24;5,888483167670000;0,1756220;-0,0963235;814276,0000000;1669450,0000000;1
658;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;658;658;1;90;5;5,2385802;3;1104,0200195;0,0804443;299,8829956;25,0060997;24;2,690730903740000;0,0346086;-0,0458358;814205,0000000;1669660,0000000;1
659;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;659;659;1;60;3;7,7849302;3;1071,8100586;-0,6736650;308,4630127;14,3186998;24;2,392386584700000;0,1083880;0,7820530;814356,0000000;1669930,0000000;1
660;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;660;660;1;99;5;5,1917400;3;1067,2399902;-0,3645020;260,9129944;19,1464005;26;0,277035591281000;-0,0409046;0,3235970;814924,0000000;1670600,0000000;1
661;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;661;661;1;99;2;4,9644098;3;1058,2900391;0,8833410;288,6839905;21,9790993;26;3,711486855390000;0,5643690;-0,3189720;814912,0000000;1670690,0000000;1
662;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;662;662;1;99;5;5,0272899;3;1053,3399658;-0,1547720;312,9790039;21,8617992;26;6,357095867740000;0,0893335;0,2441050;814917,0000000;1670730,0000000;1
663;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;663;663;1;90;5;7,0471301;3;1033,3800049;-0,1881920;320,9719849;19,7758007;4002;0,119643552032000;0,0844516;0,2726430;814992,0000000;1670860,0000000;1
664;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;664;664;1;30;5;7,2714500;3;999,8040161;-1,7264100;291,5719910;22,8505001;26;0,299299441480000;-0,0685651;1,6578500;815052,0000000;1671420,0000000;1
665;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;665;665;1;60;5;5,1208601;3;997,9600220;0,1583460;259,9530029;21,0256004;26;0,212233003865000;0,4410060;0,2826600;815028,0000000;1671970,0000000;1
666;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;666;666;1;99;5;4,7436399;3;1023,6099854;-0,0403849;222,1660004;27,5921001;26;3,679392678360000;-0,0744191;-0,0340342;815062,0000000;1672150,0000000;1
667;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;667;667;1;90;5;4,7439198;3;1001,3900146;-0,4629920;296,3840027;32,0481987;26;1,817892419380000;-0,0895282;0,3734640;815018,0000000;1672360,0000000;1
668;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;668;668;1;90;5;4,5816398;3;999,9119873;0,7581240;309,1319885;29,8309002;26;1,986884946770000;0,4424270;-0,3156970;815041,0000000;1672420,0000000;1
669;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;669;669;1;60;5;5,3507099;3;986,5150146;0,0112508;322,3890076;24,4167995;26;0,149597612506000;0,1536350;0,1423840;815070,0000000;1672470,0000000;1
670;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;670;670;1;99;2;6,4817901;3;933,6669922;-0,5822080;63,4227982;14,1792002;26;0,076878470678700;0,0968939;0,6791010;815308,0000000;1674860,0000000;1
671;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;671;671;1;60;3;6,1120000;3;1041,5600586;-1,6366800;319,0899963;18,9575996;26;8,132998849210001;-0,5382140;1,0984600;814534,0000000;1675950,0000000;1
672;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;672;672;1;99;1;4,7610698;3;1008,4799805;-0,8429090;48,0649986;31,6271000;26;1,157574328860000;-0,2198740;0,6230350;813352,0000000;1675950,0000000;1
673;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;673;673;1;99;1;5,2953100;3;981,8720093;-0,8616740;31,2110996;19,8743000;26;1,244060269750000;-0,4787570;0,3829170;812650,0000000;1675950,0000000;1
674;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;674;674;1;99;1;4,5837598;3;1027,8699951;-0,4059240;351,9070129;33,4356003;26;0,688882241305000;0,2701670;0,6760920;813274,0000000;1675970,0000000;1
675;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;675;675;1;99;1;5,0865998;3;981,8040161;-0,3736710;48,4404984;18,1156998;26;1,355241293400000;-0,1284550;0,2452160;812602,0000000;1676000,0000000;1
676;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;676;676;1;99;5;4,8096099;3;1023,2100220;0,6692710;282,8070068;21,7523003;26;0,068359247934300;0,3331720;-0,3360990;813052,0000000;1676010,0000000;1
677;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;677;677;1;60;5;4,8382702;3;978,3449707;-0,5617680;121,1009979;24,3838997;26;0,244303233174000;-0,1772840;0,3844840;812438,0000000;1676040,0000000;1
678;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;678;678;1;99;5;4,4809098;3;1060,9899902;1,0865200;312,5849915;30,1889000;3994;0,344008856199000;0,7038120;-0,3827090;813629,0000000;1676070,0000000;1
679;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;679;679;1;99;1;4,4561801;3;1073,5500488;-0,2787810;7,6988802;30,5046005;26;0,245476203464000;0,3063160;0,5850970;813714,0000000;1676090,0000000;1
680;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;680;680;1;99;1;4,4980602;3;1080,1300049;0,8976640;288,8080139;23,5881004;26;0,329550836485000;0,8700970;-0,0275677;813990,0000000;1676100,0000000;1
681;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;681;681;1;99;1;4,7582998;3;1056,3299561;-0,3780920;47,5446014;24,0963993;26;0,018137285705500;0,0456933;0,4237860;814220,0000000;1676110,0000000;1
682;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;682;682;1;99;5;4,6663399;3;1060,3399658;-0,6578510;15,7104998;24,8435001;26;0,342536123603000;-0,2072800;0,4505700;814019,0000000;1676170,0000000;1
683;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;683;683;1;99;5;4,9602699;3;983,4959717;0,2679040;346,6430054;18,3188000;26;1,019293845210000;0,2005320;-0,0673719;812403,0000000;1676190,0000000;1
684;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;684;684;1;30;2;5,7104101;3;975,4500122;-1,2872500;76,9859009;29,7502995;26;0,075160253567500;-0,5610980;0,7261540;812108,0000000;1676250,0000000;1
685;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;685;685;1;90;1;4,4801102;3;992,0180054;0,7221820;69,7630997;28,3925991;26;4,005562479540000;0,7398970;0,0177155;812089,0000000;1676310,0000000;1
686;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;686;686;1;99;2;4,8088102;3;955,1140137;0,3671880;324,6059875;29,6389999;26;1,319846127540000;0,0926354;-0,2745520;811843,0000000;1676390,0000000;1
687;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;687;687;1;60;2;7,1570902;3;862,7969971;-1,3226900;37,3129997;21,3684006;26;0,320961137065000;0,0422246;1,3649100;811324,0000000;1676700,0000000;1
688;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;688;688;1;60;6;7,1781301;3;865,6099854;-1,0395499;32,5472984;23,9419003;26;0,041591972907700;0,0469224;1,0864700;811155,0000000;1676880,0000000;1
689;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;689;689;1;99;3;5,8287501;3;856,1610107;-0,5265160;341,9320068;26,7003002;26;0,753540460208000;-0,2734860;0,2530300;808633,0000000;1677780,0000000;1
690;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;690;690;1;90;1;6,2398300;3;849,8909912;-0,5921360;349,5329895;28,8962002;26;0,284637284631000;0,3576410;0,9497770;808684,0000000;1677820,0000000;1
