FID;FID_dai_lo;ID;INFO;UNSICHER;OLD;FID_phucso;ID_1;INFO_1;UNSICHER_1;OLD_1;FID_dong_g;ID_12;INFO_12;OLD_12;UNSICHER_2;FID_namgia;ID_12_13;INFO_12_13;UNSICHER_3;OLD_12_13;BUFF_DIST;area;ORIG_FID;TPFID;soil1;waterriver;VGTB_LandC;Topographi;litho1;fill_dgmq3;curvature;aspect;dgm_slope1;NEAR_FID;NEAR_DIST;curv_pln;curv_profi;longitude;latitude;is_ls
188;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;86;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;188;188;3;99;3;5,3948498;5;131,2400055;-0,3853910;246,9259949;27,1208000;49;3,044057515680000;-0,2743660;0,1110250;847647,0000000;1784090,0000000;1
189;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;87;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;189;189;3;99;5;5,1230202;5;146,1629944;0,1720670;228,7960052;24,1439991;49;0,912315956738000;0,1486440;-0,0234224;847749,0000000;1783980,0000000;1
190;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;88;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;190;190;3;99;2;5,4423800;5;186,9409943;0,5369570;117,4509964;11,3311005;49;8,661510068469999;0,5128860;-0,0240711;847982,0000000;1784040,0000000;1
191;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;89;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;191;191;3;99;2;5,0522900;5;86,2453995;0,5694010;270,2269897;21,3365002;0;0,266455808989000;0,5068300;-0,0625717;847533,0000000;1783960,0000000;1
192;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;90;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;192;192;3;99;5;5,3821998;5;78,0450974;-0,0387073;80,0431976;15,6591997;0;20,866671687499998;-0,0060259;0,0326814;848288,0000000;1784010,0000000;1
193;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;91;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;193;193;3;99;5;5,4091301;5;76,7124023;0,0939797;78,1110992;15,4452000;0;15,360573588599999;0,0458526;-0,0481272;848292,0000000;1784060,0000000;1
194;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;92;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;194;194;3;99;3;6,3559399;5;50,6044006;0,2142690;215,4230042;18,5386009;0;12,066186360400000;0,2071840;-0,0070853;848448,0000000;1784220,0000000;1
195;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;93;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;195;195;3;99;3;6,5378399;5;46,0976982;-0,3787730;209,2630005;19,2908993;0;5,264985193010000;-0,0611084;0,3176640;848473,0000000;1784210,0000000;1
196;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;96;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;196;196;3;99;5;6,1245599;4;20,1264992;-0,8066500;231,3750000;13,2615995;0;4,351804051130000;0,1118910;0,9185410;853127,0000000;1783390,0000000;1
197;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;97;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;197;197;3;99;5;5,3967199;4;46,0152016;-0,1337360;253,7209930;31,0645008;0;4,319055644220000;-0,1346660;-0,0009305;853234,0000000;1783240,0000000;1
198;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;98;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;198;198;3;99;3;5,0709801;4;120,4560013;-0,0443454;92,8104019;27,7236004;0;25,581158428900000;-0,0920576;-0,0477122;853846,0000000;1783410,0000000;1
199;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;99;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;199;199;3;99;5;5,6012502;4;101,7310028;-0,3311670;132,6940002;26,9132004;0;5,229910965680000;-0,0936183;0,2375490;853984,0000000;1784160,0000000;1
200;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;100;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;200;200;3;99;3;5,6140299;4;121,1449966;-0,8709720;73,0988998;19,0986996;0;15,546881881199999;-0,4141210;0,4568500;853949,0000000;1784450,0000000;1
201;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;101;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;201;201;3;99;1;5,2259102;4;141,6970062;-0,6193540;46,1515007;30,8584995;0;19,553986539699999;0,0013574;0,6207120;852830,0000000;1785330,0000000;1
202;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;102;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;202;202;3;99;1;5,4382300;4;99,1940994;0,2267240;35,2056007;30,2560997;0;14,117260865600000;0,1092690;-0,1174550;852227,0000000;1786350,0000000;1
203;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;103;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;203;203;3;99;1;5,8197899;4;60,2375984;-0,0404756;14,7150002;27,0435009;0;12,404063918300000;0,1753160;0,2157910;851786,0000000;1786620,0000000;1
204;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;104;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;204;204;3;99;3;5,0435200;4;370,9309998;0,6754010;70,6866989;29,9643993;0;21,424115000200000;0,3755670;-0,2998340;848476,0000000;1787080,0000000;1
205;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;105;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;205;205;3;99;3;5,2535000;4;332,8380127;-0,1571660;72,4581985;26,5571003;0;5,872723684880000;-0,0569020;0,1002640;848463,0000000;1787230,0000000;1
206;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;106;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;206;206;3;99;1;5,1606598;4;297,2059937;0,0761888;40,0420990;24,2420006;0;18,327111716099999;0,1470870;0,0708978;848391,0000000;1787540,0000000;1
207;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;107;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;207;207;3;99;1;4,5257401;4;172,3560028;0,3651500;37,0135994;38,0046997;0;29,953404758500000;0,1711250;-0,1940250;847953,0000000;1788480,0000000;1
208;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;108;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;208;208;3;99;1;5,3973598;4;144,3320007;-1,0879400;28,0991993;30,0664005;0;18,895444870599999;-0,3643190;0,7236260;847666,0000000;1788520,0000000;1
209;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;109;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;209;209;3;99;3;4,8692899;4;75,6410980;-0,0858256;323,0480042;34,7114983;0;7,507291848110000;0,2311840;0,3170100;847240,0000000;1788630,0000000;1
210;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;110;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;210;210;3;99;6;5,0375600;4;53,9009018;-0,3131000;320,7799988;28,9505997;0;2,271688465090000;-0,0991505;0,2139490;847127,0000000;1788570,0000000;1
211;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;111;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;211;211;3;99;5;6,2416701;4;143,9160004;-1,0331000;341,6480103;23,9554996;3222;19,076887388599999;-0,6921760;0,3409200;845269,0000000;1785920,0000000;1
212;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;112;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;212;212;3;99;5;5,4285898;4;133,1869965;-0,2780820;353,8030090;23,7001991;0;7,671268994270000;-0,4552410;-0,1771590;845138,0000000;1785900,0000000;1
213;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;0;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;213;213;3;90;5;8,8321695;2;59,4198990;0,2493950;94,3338013;2,8899200;3984;11,425524043099999;0,1207940;-0,1286010;792211,0000000;1734800,0000000;1
214;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;214;214;3;99;2;5,0079498;4;405,7139893;-0,2330830;204,3170013;13,1328001;3986;7,538456386200000;0,4017280;0,6348110;785683,0000000;1733180,0000000;1
215;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;2;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;215;215;3;60;2;7,0605102;4;378,8689880;-0,2224700;246,3569946;6,7625799;3986;4,246206241780000;0,0987871;0,3212570;785158,0000000;1733600,0000000;1
216;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;3;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;216;216;3;99;2;5,2828698;4;425,9700012;-0,4745920;248,9360046;17,6770992;23;358,133026221000023;-0,0863974;0,3881950;784942,0000000;1734450,0000000;1
217;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;4;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;217;217;3;99;3;6,8400698;4;182,2079926;-1,6442000;296,9979858;20,5256996;4147;180,074382611000004;-0,4566270;1,1875700;783273,0000000;1734790,0000000;1
218;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;5;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;218;218;3;99;2;6,0998998;4;247,2310028;-0,7387950;86,8653030;20,1427002;23;4,844080091100000;-0,3911280;0,3476670;783146,0000000;1734580,0000000;1
219;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;6;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;219;219;3;99;1;5,4188399;2;212,4109955;-2,8206201;307,9010010;27,7264004;3988;26,746831568600001;-2,1227400;0,6978770;781128,0000000;1732400,0000000;1
220;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;7;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;220;220;3;99;5;4,4664001;2;371,5220032;0,6667720;132,0149994;31,1487999;3989;23,988101442000001;-0,0359682;-0,7027400;779994,0000000;1732770,0000000;1
221;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;8;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;221;221;3;99;2;4,7993698;2;417,7569885;0,5747650;48,9543991;28,0053997;23;7,908262084060000;0,0948263;-0,4799380;776185,0000000;1732600,0000000;1
222;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;9;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;222;222;3;99;2;4,5506001;2;417,8959961;2,0332201;16,6462994;23,4603004;23;0,050408984775400;1,5247000;-0,5085190;776166,0000000;1732640,0000000;1
223;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;10;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;223;223;3;99;2;4,9851499;4;413,0289917;-1,5949600;168,2599945;33,8600006;3991;9,242628782230000;-1,1720800;0,4228740;774936,0000000;1732280,0000000;1
224;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;11;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;224;224;3;99;2;4,6859298;4;413,6199951;-0,7758420;184,9600067;34,0950012;3991;8,390358183840000;-0,3815580;0,3942840;774971,0000000;1732280,0000000;1
225;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;12;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;225;225;3;99;5;4,9367599;4;416,8160095;0,2975460;108,7689972;24,5832005;3991;8,895595229000000;0,3405900;0,0430434;774872,0000000;1732160,0000000;1
226;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;13;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;226;226;2;30;5;6,3720598;4;255,6340027;-1,2960000;95,4113998;10,5192003;3992;26,225690033100001;-0,2521110;1,0438900;773876,0000000;1730800,0000000;1
227;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;14;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;227;227;3;99;3;5,7934098;4;419,3800049;-0,0718655;20,0926991;7,6217799;3993;129,988070770999997;0,3224630;0,3943280;772569,0000000;1729660,0000000;1
228;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;15;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;228;228;3;99;5;6,2382102;4;431,3210144;0,0822211;108,9179993;14,4589005;3993;17,411019711500000;0,0411923;-0,0410288;772809,0000000;1728690,0000000;1
229;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;16;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;229;229;3;99;1;8,3479099;4;438,9020081;-0,0793254;304,5469971;1,0926700;3993;12,831357584799999;-0,0504354;0,0288899;769974,0000000;1728390,0000000;1
230;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;17;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;230;230;3;90;2;7,8785400;4;437,4339905;-0,1074390;14,0374002;4,1053600;3993;13,210550460100000;0,1162310;0,2236700;769823,0000000;1728430,0000000;1
231;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;18;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;231;231;3;99;2;8,9913301;4;438,3179932;-0,2378570;322,3080139;2,0652800;3993;20,130727845500001;-0,0366572;0,2012000;769358,0000000;1728380,0000000;1
232;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;19;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;232;232;3;30;4;8,6582899;4;477,8309937;-0,1508380;105,4800034;1,6796900;30;16,767019453200000;0,0018361;0,1526740;766501,0000000;1726950,0000000;1
233;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;20;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;233;233;3;99;2;5,3991199;4;499,9389954;-1,5794300;355,8229980;19,7176991;30;11,171213289900001;0,2662740;1,8457000;766128,0000000;1726450,0000000;1
234;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;21;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;234;234;3;99;5;5,1086798;4;536,1309814;2,5847399;57,4752007;17,4736004;30;1,917173951790000;1,6262600;-0,9584860;765554,0000000;1726220,0000000;1
235;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;22;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;235;235;10;99;2;6,6466498;4;498,6570129;-0,2093610;69,4900970;2,8717799;3979;54,833078532000002;0,0000886;0,2094490;764333,0000000;1726430,0000000;1
236;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;23;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;236;236;3;90;5;4,3551402;4;489,1579895;1,9792900;207,4060059;26,4948006;3980;21,050350511800001;0,5581930;-1,4211000;762770,0000000;1726480,0000000;1
237;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;24;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;237;237;3;99;5;5,1952500;2;523,8380127;-0,8854370;193,6179962;20,4591999;3980;22,585613772500000;-0,2553980;0,6300390;762344,0000000;1726100,0000000;1
238;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;25;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;238;238;3;99;5;5,7045102;2;619,0159912;-0,7239180;9,6677704;13,8107004;3981;26,918247610800002;-0,3450610;0,3788560;761443,0000000;1725980,0000000;1
239;-1;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;26;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;239;239;3;99;2;4,7408500;3;749,9829712;-0,0233629;92,3719025;28,6215000;30;30,409961625699999;0,0013708;0,0247337;760494,0000000;1725410,0000000;1
240;25;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;240;240;3;99;3;5,7091899;2;315,6929932;-0,3537060;319,6409912;25,4853001;21;14,625960010700000;-0,4007810;-0,0470758;795032,0000000;1746820,0000000;1
241;26;0,000000000000000; ;0;0;-1;0,000000000000000; ;0;0;-1;0; ;0;0;-1;0,000000000000000; ;0;0;10,000000000000000;0,000000000000000;241;241;3;99;3;5,7091899;2;315,6929932;-0,3537060;319,6409912;25,4853001;21;14,625960010700000;-0,4007810;-0,0470758;795032,0000000;1746820,0000000;1
242;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;2115,233400000000074;242;242;3;60;1;5,9839501;4;422,1809998;-0,4816110;262,9920044;19,9459000;3949;143,237526352999993;0,3256850;0,8072960;795466,0000000;1703740,0000000;1
243;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;4505,156600000000253;243;243;3;99;2;6,5384202;4;502,7040100;-1,5287600;33,7750015;17,5279999;3970;684,614567179000005;-1,0811900;0,4475760;795098,0000000;1702210,0000000;1
244;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;7845,751699999999801;244;244;1;99;3;4,7985101;1;1041,6600342;0,7669540;24,7462006;23,1812000;4367;213,346199203999987;0,3299230;-0,4370310;797888,0000000;1679840,0000000;1
245;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;2750,109599999999773;245;245;1;99;3;5,1234498;1;1019,9400024;-0,5715940;338,6279907;35,6650009;4367;245,632279358000005;-0,1985260;0,3730680;797617,0000000;1679720,0000000;1
246;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;9744,215399999999136;246;246;1;90;2;5,5737300;3;1019,9199829;0,3461850;188,2460022;18,5589008;3999;308,939681805000021;-0,0021933;-0,3483780;798971,0000000;1681300,0000000;1
247;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5228,603399999999965;247;247;1;99;3;4,8471198;3;988,3989868;0,4395480;195,6089935;19,8771000;26;580,507676323000055;0,6584860;0,2189380;813256,0000000;1676610,0000000;1
248;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5160,699400000000423;248;248;1;99;1;5,2555099;3;1103,8900146;0,5282930;86,4079971;22,5114994;26;290,637879999999996;0,2880090;-0,2402850;814583,0000000;1671780,0000000;1
249;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5737,882899999999609;249;249;1;99;2;5,3582501;3;1101,1899414;0,9227840;99,3851013;21,1275005;26;439,053286741000022;0,2336200;-0,6891640;814549,0000000;1670970,0000000;1
250;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5126,747500000000400;250;250;1;99;2;4,9466100;3;1109,9399414;0,4865720;94,5061035;21,1585007;26;477,250236206000011;0,0618718;-0,4247000;814499,0000000;1671150,0000000;1
251;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5975,546699999999873;251;251;1;99;2;5,7192602;3;1095,5400391;0,7753230;23,2956009;16,5736008;4386;0,428331415485000;0,0967004;-0,6786220;814308,0000000;1670240,0000000;1
252;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;4515,612000000000080;252;252;1;99;2;5,3685498;3;1082,3900146;0,5206710;111,8379974;27,5324001;4386;202,725040646999986;0,1728080;-0,3478630;814327,0000000;1670450,0000000;1
253;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;9268,887800000000425;253;253;1;99;2;5,2831001;3;1357,2399902;0,3943410;142,4770050;14,2458000;4422;391,998912259999997;0,3419850;-0,0523559;813600,0000000;1670900,0000000;1
254;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;3361,244999999999891;254;254;1;90;2;5,1826901;3;1110,8399658;0,7848710;10,9446001;14,6162996;4002;151,843130836999990;0,5004510;-0,2844210;815085,0000000;1670690,0000000;1
255;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;5839,738800000000083;255;255;1;99;2;5,6411500;3;1108,1099854;0,0860596;309,2829895;18,5648003;4002;177,100575746000004;-0,1249090;-0,2109680;815091,0000000;1670400,0000000;1
256;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;7333,625500000000102;256;256;1;99;3;5,5024400;3;1179,6400146;0,0050591;108,5869980;22,4116001;24;325,952737653999975;-0,1028750;-0,1079340;813890,0000000;1669370,0000000;1
257;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;8250,328700000000026;257;257;1;99;3;5,2410002;3;1168,2600098;0,6106230;75,0122986;12,8786001;24;261,833355731999973;0,4401850;-0,1704370;813956,0000000;1669740,0000000;1
258;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;4345,852200000000266;258;258;1;60;2;6,8552899;3;1091,8499756;-0,1006940;176,5760040;14,2863998;4386;133,234012490999987;-0,1014570;-0,0007621;814198,0000000;1670140,0000000;1
259;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;11272,054000000000087;259;259;1;99;3;5,1359200;3;1232,0500488;0,3656410;82,7186966;21,5601997;24;398,046459976999984;0,3032340;-0,0624076;813779,0000000;1669140,0000000;1
260;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;260;260;10;99;3;4,6504698;3;1396,3499756;1,7211500;225,1419983;20,9990005;28;2,119345792480000;1,5881701;-0,1329830;755192,0000000;1753030,0000000;1
261;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;261;261;5;90;5;5,6269398;2;679,1229858;-1,6026400;246,9689941;1,4122500;4130;10,913077986499999;-0,0000000;1,6026400;765040,0000000;1754630,0000000;1
262;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;262;262;10;99;1;4,7286100;3;1246,0200195;0,9210070;162,7149963;41,0089989;28;12,226277257200000;0,0688853;-0,8521220;756653,0000000;1755260,0000000;1
263;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;263;263;3;60;1;5,0471401;2;664,5349731;-1,1969900;43,9738007;30,4375000;29;110,740990745999994;0,0219949;1,2189900;764904,0000000;1755590,0000000;1
264;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;264;264;3;30;1;5,6636400;2;654,6740112;-1,7884300;356,7019958;17,4020004;29;239,236659639000010;0,1915900;1,9800200;764787,0000000;1755670,0000000;1
265;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;265;265;3;99;1;4,5803399;2;1153,8900146;0,1533470;340,2730103;30,8244991;28;87,173252620900001;0,4860300;0,3326830;758487,0000000;1755710,0000000;1
266;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;266;266;2;60;4;12,5986004;5;8,5237999;-0,0000000;-1,0000000;0,0000000;46;216,337524513000005;0,0000000;0,0000000;819800,0000000;1755690,0000000;1
267;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;267;267;4;30;4;6,2014399;3;14,7186003;-0,5491570;171,3780060;13,5794001;46;9,704531226369999;0,0374228;0,5865800;819128,0000000;1756150,0000000;1
268;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;268;268;4;99;2;4,2389998;3;49,4537010;2,0917900;64,7184982;29,0743008;79;49,574749373200000;0,7406770;-1,3511100;816329,0000000;1756200,0000000;1
269;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;269;269;3;99;1;4,6065402;3;73,1959000;1,0835700;162,3869934;29,0895996;79;212,677993498000006;0,0791561;-1,0044200;816227,0000000;1756510,0000000;1
270;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;270;270;3;99;1;5,1118398;2;41,0611000;-2,2198200;175,9109955;24,8955994;5;332,822666579999975;-0,0874226;2,1324000;805104,0000000;1756840,0000000;1
271;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;271;271;4;99;3;5,0074601;2;58,2919006;0,7892620;28,4787006;26,3575001;176;140,160429797999996;0,7228610;-0,0664004;801051,0000000;1757680,0000000;1
272;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;272;272;3;99;1;6,7629399;2;61,1440010;1,4813800;50,7803993;14,2395000;176;1,355454291540000;0,6945880;-0,7867920;801480,0000000;1757780,0000000;1
