FID;CID;curvature1;waterriver;VGTB_LandC;fill_dgmq3;litho1;dgm_slope1;aspect;curv_pln;curv_profi;soil1;NEAR_FID;NEAR_DIST;longitude;latitude;is_ls;Topographi
168;0;-0,2310180;99;1;783,0729980;2;26,0151997;259,7820129;-0,1134480;0,1175700;3;27;945,937156332999962;767621,0000000;1756850,0000000;0;4,9203200
169;0;1,6082500;99;3;1170,1899414;3;30,3567009;271,2739868;0,3715430;-1,2367100;10;28;304,524102410000012;756018,0000000;1755170,0000000;0;5,6435199
170;0;-0,1899520;99;1;350,7229919;2;25,5802002;132,6640015;0,1417340;0,3316850;3;23;380,084953714999983;779399,0000000;1732510,0000000;0;4,7640700
171;0;0,2512120;99;2;227,9980011;4;14,5312996;346,4909973;-0,1489860;-0,4001980;3;40;567,151773022000043;804900,0000000;1727830,0000000;0;5,5134401
172;0;-0,0000000;0;4;4,8470402;5;0,0000000;-1,0000000;0,0000000;0,0000000;2;52;93,461223527599998;853077,0000000;1758530,0000000;0;12,1063995
173;0;-0,1352130;99;1;360,1080017;2;19,0716991;198,4620056;0,0107161;0,1459290;3;21;160,469477114999989;798203,0000000;1747540,0000000;0;5,9976301
174;0;-0,2862860;99;2;76,1243973;3;14,2165003;83,2629013;-0,1884390;0,0978468;3;44;843,971677905999968;833716,0000000;1763870,0000000;0;6,4107399
175;0;0,8270300;99;2;344,2690125;3;8,8765202;276,6610107;0,3205780;-0,5064520;3;4;694,224922238999966;799857,0000000;1766940,0000000;0;5,6371698
176;0;-0,1081260;99;5;6,3134499;5;1,8265500;272,1069946;0,0529864;0,1611120;4;2;728,643914591999987;854403,0000000;1751100,0000000;0;8,9314003
177;0;0,4183310;99;2;91,8293991;2;21,9997005;345,7319946;0,0367953;-0,3815350;3;46;172,361995424000014;806948,0000000;1757220,0000000;0;5,2042699
178;0;1,5551000;90;1;977,9030151;2;35,4994011;52,7486992;0,4467140;-1,1083900;3;28;413,649791284999992;761047,0000000;1754070,0000000;0;4,2586198
179;0;0,6011610;99;1;167,1179962;4;21,8843994;178,8880005;0,1706070;-0,4305530;3;22;932,126070784000035;840010,0000000;1728800,0000000;0;5,3530102
180;0;0,4619550;99;3;1069,4799805;4;22,5205002;264,7200012;1,0591400;0,5971900;1;54;119,319794838999997;796059,0000000;1679380,0000000;0;5,0819201
181;0;0,1626670;99;1;181,3849945;3;25,2661991;83,1464005;0,3409460;0,1782790;3;3;1087,814733330000081;851889,0000000;1710350,0000000;0;4,7449002
182;0;-0,0184537;30;4;8,9774904;5;0,1064750;166,7779999;-0,0000000;0,0184537;2;4;319,037329380000017;832446,0000000;1771490,0000000;0;9,7901497
183;0;1,3122801;99;1;806,8410034;3;21,1224003;23,3491001;0,9221700;-0,3901130;3;30;625,833419360999983;759236,0000000;1724970,0000000;0;4,5680399
184;0;-0,1045100;30;3;49,7296982;4;10,8464003;202,4810028;-0,0043566;0,1001530;3;50;516,640662172000020;833055,0000000;1788540,0000000;0;7,2524900
185;0;0,7808700;99;1;1177,2099609;3;17,9762993;262,2799988;0,1557210;-0,6251490;10;28;602,436250630000018;755080,0000000;1749280,0000000;0;5,4450898
186;0;1,1345400;99;1;462,4920044;3;28,1585007;359,4039917;0,6697640;-0,4647780;3;40;571,024854350000055;795314,0000000;1707900,0000000;0;4,4538298
187;0;-0,2573780;99;2;422,8320007;4;6,9485502;55,9660988;-0,1164780;0,1409000;6;25;208,703735601000005;794844,0000000;1703370,0000000;0;7,1231799
188;0;-0,3988560;60;4;196,2319946;3;11,3537998;84,0250015;0,1648770;0,5637330;3;7;96,903131091899994;832332,0000000;1686510,0000000;0;7,1087399
189;0;-0,0513252;99;1;12,5684996;5;1,7721601;155,4490051;-0,0048943;0,0464308;10;51;1108,347991500000035;858185,0000000;1743870,0000000;0;8,7548199
190;0;0,4216580;99;1;400,8760071;2;32,0957985;100,5360031;1,2108800;0,7892200;3;23;903,869555791000039;804606,0000000;1747180,0000000;0;4,0345001
191;0;-0,0000000;99;2;15,5325003;5;0,0000000;-1,0000000;0,0000000;0,0000000;3;44;337,635202546000016;815994,0000000;1753380,0000000;0;12,5237999
192;0;0,1417020;99;2;10,1105003;5;3,3162000;333,9500122;0,1086200;-0,0330818;4;44;107,164067544999995;836109,0000000;1765750,0000000;0;8,0065298
193;0;1,1182899;99;2;576,2570190;3;22,0771008;192,2369995;0,7957740;-0,3225120;3;4;516,845178833999967;784119,0000000;1762480,0000000;0;4,6794100
194;0;-0,0000000;90;2;7,4882498;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;4;1137,583852270000079;834339,0000000;1772640,0000000;0;12,5049000
195;0;-0,0537978;90;2;18,1529007;2;1,1846400;327,2019958;0,0234738;0,0772716;3;44;9,354131517730000;817877,0000000;1753690,0000000;0;8,1839705
196;0;-0,0000000;30;2;6,0921001;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;58;330,281409406000023;847146,0000000;1760200,0000000;0;11,9700003
197;0;0,0411417;99;6;15,6364002;5;5,2526202;174,8229980;0,0655651;0,0244234;6;44;2,256777460570000;832149,0000000;1761190,0000000;0;8,6409798
198;0;-2,8911400;90;2;500,9920044;4;14,2572002;351,1889954;-1,8672600;1,0238800;10;30;163,930437151999996;764516,0000000;1726240,0000000;0;6,4948001
199;0;0,0187547;99;2;109,6419983;3;7,7023501;16,6497993;0,0650921;0,0463373;10;3;151,269678712999990;849610,0000000;1707220,0000000;0;6,4535499
200;0;-2,2674301;99;2;66,5485001;2;27,7999992;95,6123962;-0,7967810;1,4706500;3;13;486,405327664000026;820840,0000000;1785260,0000000;0;5,7598801
201;0;0,0508821;99;5;7,1916399;5;2,7927101;10,7163000;0,0082247;-0,0426573;4;44;667,270095223999988;841578,0000000;1772350,0000000;0;9,0576601
202;0;-0,0232069;99;1;72,6509018;3;16,8582001;206,5180054;-0,4418750;-0,4186680;3;46;1148,607475990000012;810196,0000000;1757630,0000000;0;5,5864902
203;0;-0,7334800;99;3;652,4329834;4;11,3690004;39,9809990;-1,0837500;-0,3502730;3;25;1049,483625229999916;793501,0000000;1699140,0000000;0;6,0936198
204;0;-0,7688730;99;3;645,8959961;3;28,2733994;184,2180023;-0,8334460;-0,0645729;3;4;661,659863868999992;779881,0000000;1764560,0000000;0;5,3496499
205;0;1,0312901;99;1;1265,6099854;3;30,9085007;218,6690063;0,6004440;-0,4308460;1;26;880,129696040999988;811801,0000000;1677500,0000000;0;4,5476899
206;0;-0,4739520;99;2;131,9850006;4;10,6985998;320,4880066;-0,6572070;-0,1832550;3;23;1217,998974789999920;787822,0000000;1731500,0000000;0;6,2113099
207;0;0,0388985;99;5;18,4171009;5;2,1107600;249,7299957;0,0540791;0,0151806;10;51;245,528027052999988;862605,0000000;1740430,0000000;0;8,0854597
208;0;-0,0308228;99;3;369,4849854;3;2,8884900;102,4769974;-0,0247961;0,0060267;3;32;177,418225247000009;800068,0000000;1708550,0000000;0;8,8751497
209;0;0,3608470;99;1;1038,8000488;3;43,0312996;202,9219971;-0,4875530;-0,8484000;10;28;878,212182523000024;752707,0000000;1752170,0000000;0;5,1680999
210;0;-0,8222860;60;2;918,8850098;3;15,0999002;79,7556000;0,0219043;0,8441900;1;26;55,880407345499997;815245,0000000;1675510,0000000;0;7,2999101
211;0;0,3198030;60;1;40,0867004;2;2,2179000;45,7991982;0,2260210;-0,0937812;3;23;7,051830448150000;800005,0000000;1739640,0000000;0;8,2468700
212;0;-0,0000000;99;2;16,1979008;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;46;451,056485328000008;812082,0000000;1755140,0000000;0;12,9344997
213;0;0,0074828;99;5;8,6021996;5;0,3801430;342,5000000;0,0140309;0,0065481;9;47;327,129811274000019;847064,0000000;1778400,0000000;0;9,6477699
214;0;0,2228390;90;1;985,4450073;2;35,5982018;81,1022034;-0,1844050;-0,4072440;3;28;349,375065656000004;760906,0000000;1754210,0000000;0;4,8132100
215;0;0,3377080;99;2;61,7299004;5;14,5064001;145,4880066;0,2743440;-0,0633640;3;44;1312,009872330000007;839773,0000000;1774180,0000000;0;5,2633100
216;0;-0,1940510;90;2;10,1259003;5;1,5718800;306,0069885;-0,0398390;0,1542120;9;51;175,346987272000007;857138,0000000;1747290,0000000;0;9,0987396
217;0;-0,3782190;99;3;86,1725998;2;12,6018000;40,5647011;-0,2393070;0,1389120;3;46;804,038802767999982;807928,0000000;1756590,0000000;0;5,4301901
218;0;-2,2594099;99;2;379,6659851;3;13,2721004;74,3109970;-0,6547190;1,6046900;3;4;336,074024678999990;790562,0000000;1764670,0000000;0;6,7138600
219;0;-0,6332260;99;1;499,1140137;4;6,0589600;110,5009995;-0,0000000;0,6332260;3;30;87,583497011800006;765888,0000000;1726320,0000000;0;6,2478700
220;0;1,0586801;90;3;141,3170013;3;27,3502007;317,4440002;0,4839110;-0,5747700;6;5;879,355187348999948;802749,0000000;1758780,0000000;0;4,8575902
221;0;-0,0423252;99;2;5,4313402;5;1,5181400;81,6764984;0,0068512;0,0491764;4;2;662,938085699999988;844424,0000000;1765030,0000000;0;8,9596701
222;0;-0,4108080;99;2;67,8916016;4;12,2177000;171,5579987;-0,0539617;0,3568460;3;22;394,286669065000012;841126,0000000;1728430,0000000;0;5,6590500
223;0;-0,2817960;99;3;397,5729980;2;22,0202999;79,5996017;0,2494380;0,5312340;3;21;917,297213209000006;794842,0000000;1745840,0000000;0;5,1311798
224;0;-0,0379162;99;1;8,7010298;5;0,5422530;92,1367035;-0,0084348;0,0294814;4;1;790,903785172999960;838485,0000000;1758440,0000000;0;9,6242304
225;0;0,9480220;99;3;430,8359985;3;22,4606991;51,5242004;0,3270560;-0,6209650;3;4;1327,538282770000023;802248,0000000;1766100,0000000;0;4,5855498
226;0;0,0277651;99;2;20,4557991;5;0,4388910;152,7500000;-0,0259099;-0,0536750;4;44;107,329690515999999;832781,0000000;1761870,0000000;0;10,6260004
227;0;-0,3962140;99;2;17,7455006;5;7,7696900;40,1263008;-0,0401574;0,3560560;4;13;403,348434485999974;829910,0000000;1779730,0000000;0;6,9558301
228;0;-0,2123380;60;4;377,8750000;4;1,1553900;285,8750000;-0,0451737;0,1671640;5;4;213,545601083000008;789926,0000000;1764210,0000000;0;8,5486002
229;0;-0,0813395;99;2;455,4230042;4;3,1283400;285,6659851;-0,0183173;0,0630222;3;30;302,194708251000009;768909,0000000;1728090,0000000;0;8,8191605
230;0;0,8027210;99;3;1173,0000000;3;26,0893993;314,2409973;0,4537250;-0,3489950;1;54;101,914487694000002;796266,0000000;1678940,0000000;0;4,8481498
231;0;2,9353299;99;3;599,1950073;3;20,0193005;99,4337006;2,0707300;-0,8645990;4;4;868,464349726000023;780629,0000000;1764460,0000000;0;4,4985600
232;0;0,1085450;99;5;9,7303200;5;4,2343702;198,4920044;0,0776203;-0,0309244;4;1;29,029785062199998;841220,0000000;1758710,0000000;0;7,5946598
233;0;-0,1877310;99;3;1093,2399902;3;28,9438000;267,4580078;-0,1019170;0,0858135;1;26;281,924164711000003;815330,0000000;1670970,0000000;0;4,7029300
234;0;-0,2346260;99;3;466,5069885;3;36,9967003;245,1629944;0,2108280;0,4454540;3;7;434,841427716999988;835308,0000000;1680950,0000000;0;4,3807302
235;0;0,3161620;99;1;528,2739868;2;30,4155998;233,9040070;0,2288550;-0,0873074;3;23;1060,021907450000072;775868,0000000;1731490,0000000;0;4,2773800
236;0;-0,1394180;99;5;13,9645996;5;7,3335500;306,2200012;-0,0878263;0,0515916;3;44;512,468492522000020;838016,0000000;1771990,0000000;0;7,3722401
237;0;0,4577810;99;3;277,4400024;4;21,8239002;314,9419861;0,2998960;-0,1578850;3;0;269,781462273999978;846269,0000000;1786730,0000000;0;5,7504301
238;0;-1,1888300;99;3;970,9680176;4;21,2970009;248,2539978;-0,8208890;0,3679400;1;54;128,609682695999993;795768,0000000;1678980,0000000;0;6,0606198
239;0;-0,4337630;99;1;325,5020142;3;30,3036003;317,5060120;-0,2957560;0,1380070;3;22;190,652797058999994;810939,0000000;1708630,0000000;0;4,5224700
240;0;0,7439100;99;1;532,4050293;3;18,4491005;154,6109924;0,4678330;-0,2760770;3;25;591,480487559000039;793919,0000000;1694630,0000000;0;5,6432600
241;0;-0,1455640;0;2;10,2002001;5;1,1569300;68,0824966;0,0040221;0,1495860;2;64;180,260870383999986;833158,0000000;1758280,0000000;0;9,3114100
242;0;-0,9670050;0;3;221,3930054;3;14,1218004;254,1029968;-0,1410020;0,8260030;3;22;111,534849356999999;805522,0000000;1709130,0000000;0;6,5845299
243;0;0,7406350;99;2;93,4648972;5;19,6791000;230,2790070;0,5348120;-0,2058230;3;0;18,073148112799998;847561,0000000;1783930,0000000;0;5,0727401
244;0;0,0823780;99;2;20,0639992;5;0,9252780;280,8110046;0,0193056;-0,0630724;4;44;415,559708677999993;819428,0000000;1754490,0000000;0;10,2061996
245;0;0,0000678;90;2;13,5052996;5;0,1111220;317,9750061;0,0074099;0,0073421;9;44;249,279936056999986;812053,0000000;1751710,0000000;0;10,1571999
246;0;-0,2201500;99;1;374,9899902;2;25,2586002;30,7642002;-0,1628580;0,0572928;3;46;1433,424945470000011;808895,0000000;1754500,0000000;0;5,5480099
247;0;0,0257734;99;2;11,6646996;5;1,2463900;78,7462997;0,0502934;0,0245200;4;46;211,654731950000013;819204,0000000;1755910,0000000;0;9,7672300
248;0;0,3647970;99;3;437,5960083;3;34,2439003;177,7790070;0,1190750;-0,2457220;3;4;208,708010381999998;791394,0000000;1765130,0000000;0;4,6046000
249;0;-0,2112090;99;1;685,7659912;3;13,0023003;98,0202026;-0,1418310;0,0693780;3;40;979,052938982000001;791682,0000000;1708810,0000000;0;5,7951002
250;0;2,5739601;99;1;418,6199951;3;20,7516994;197,9199982;1,4885300;-1,0854300;3;8;534,087120741000035;839060,0000000;1689020,0000000;0;4,5051298
251;0;-1,2654800;99;2;528,0590210;3;22,6585007;186,8220062;-0,4057550;0,8597210;3;4;261,574895072999993;783840,0000000;1762500,0000000;0;5,7946601
252;0;-0,0267809;99;1;133,5709991;2;8,9412899;84,4642029;-0,0267043;0,0000765;3;21;498,568725549000021;792809,0000000;1749400,0000000;0;5,8861499
253;0;-0,2199550;99;2;19,1362991;2;2,2021401;319,1969910;0,0304700;0,2504250;3;13;123,124549951000006;821683,0000000;1784860,0000000;0;7,1177201
254;0;1,7725800;99;1;440,4800110;3;10,4159002;83,4944992;0,5749880;-1,1975900;3;40;945,597599578999962;799697,0000000;1711870,0000000;0;5,0686002
255;0;-0,0412920;99;1;276,8919983;2;38,4001007;296,0530090;-0,1339300;-0,0926378;3;44;1071,594833249999965;811727,0000000;1749360,0000000;0;5,0665302
256;0;-0,0000000;99;2;7,6486201;5;0,0000000;-1,0000000;0,0000000;0,0000000;3;10;44,402584485399998;872569,0000000;1720440,0000000;0;12,4496002
257;0;1,1028700;99;1;770,1929932;3;34,7500000;217,4640045;0,3306430;-0,7722290;3;41;823,140101790000017;768795,0000000;1762410,0000000;0;4,5147700
258;0;0,1345230;99;3;91,9529037;4;30,7833004;304,8580017;0,0282672;-0,1062560;3;0;726,634719535000045;854332,0000000;1785290,0000000;0;5,3515601
259;0;-0,0479194;99;2;701,0529785;3;23,7752991;239,2830048;-0,0899551;-0,0420357;3;4;453,644435616000010;775985,0000000;1763650,0000000;0;4,4858799
260;0;0,2396160;99;3;214,4989929;4;30,0967007;119,7870026;0,3180700;0,0784540;3;40;314,588838254999985;804383,0000000;1726710,0000000;0;4,6648502
261;0;0,2042480;99;2;21,0070992;5;2,0462601;55,6039009;0,0245647;-0,1796830;3;10;120,710961349000002;870009,0000000;1720730,0000000;0;8,6988001
262;0;0,7349650;99;5;18,7015991;5;8,5819902;119,3619995;0,2871080;-0,4478570;3;44;640,450325122999971;841332,0000000;1772260,0000000;0;6,9998002
263;0;0,0907760;99;2;10,3570995;5;1,2786000;149,6499939;0,0490402;-0,0417358;10;10;39,012856247300000;872551,0000000;1721480,0000000;0;9,5005398
264;0;1,1673400;99;1;214,9790039;4;30,8339005;142,7989960;0,6852040;-0,4821370;3;0;600,713554687000055;849101,0000000;1784290,0000000;0;4,5971599
265;0;0,0206197;90;1;316,1940002;2;16,1037998;77,7809982;0,0860355;0,0654158;3;21;106,313806916000004;791923,0000000;1749370,0000000;0;6,0650501
266;0;-0,2896190;60;2;554,9920044;3;6,8693800;240,2290039;0,0618682;0,3514870;3;4;131,498749667999988;787271,0000000;1763020,0000000;0;7,0437102
267;0;-0,9746570;99;3;633,6019897;3;36,0061989;205,5930023;-0,7077280;0,2669290;3;4;355,105195458000026;779116,0000000;1764700,0000000;0;4,7314501
268;0;-0,2334690;99;2;72,8812027;3;6,6387601;285,8240051;-0,0413105;0,1921580;3;10;307,291007487999991;861517,0000000;1715470,0000000;0;6,4188399
269;0;0,0918986;99;1;146,7270050;4;16,3882999;65,6132965;0,1569060;0,0650070;3;3;440,547330374000012;853198,0000000;1713730,0000000;0;5,1055102
270;0;-0,0951369;99;2;75,0045013;3;4,8544698;134,1419983;0,0484150;0,1435520;3;10;354,963280693000002;863142,0000000;1717950,0000000;0;8,2233496
271;0;0,1499130;99;2;381,7160034;3;1,7803000;318,5629883;0,1291850;-0,0207274;3;4;33,675816533499997;813965,0000000;1766470,0000000;0;9,8882103
272;0;0,0667148;99;1;68,6592026;3;11,8521004;247,8860016;0,1880080;0,1212930;3;22;666,692125161000035;819725,0000000;1716260,0000000;0;6,1740999
273;0;0,0213886;99;2;16,7623005;5;1,3736000;333,5889893;-0,0187988;-0,0401874;4;46;591,702281523000011;815918,0000000;1754150,0000000;0;9,4485102
274;0;-0,0000000;99;2;7,6486201;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;51;1058,739928169999985;873666,0000000;1719720,0000000;0;12,4496002
275;0;-0,0844591;99;2;282,6210022;4;5,9839902;10,5916996;-0,0029462;0,0815130;3;23;112,746284853000006;784061,0000000;1734440,0000000;0;7,0952201
276;0;0,2755310;99;1;113,6600037;4;27,5534992;228,1190033;0,2028260;-0,0727056;3;0;140,673274759999998;853231,0000000;1783490,0000000;0;5,8491602
277;0;0,0053249;99;2;54,9163017;4;2,4750900;1,6739600;-0,0343867;-0,0397116;3;22;146,793807590999990;839088,0000000;1727250,0000000;0;7,2867398
278;0;-0,7287530;30;3;360,3429871;3;6,5910802;162,8000031;-0,2364950;0,4922580;3;40;468,896634500999994;795297,0000000;1710020,0000000;0;7,5364900
279;0;0,7315400;99;2;318,0589905;2;21,5711002;42,0589981;-0,3088920;-1,0404299;3;23;365,054841279000016;776711,0000000;1733600,0000000;0;4,4199200
280;0;1,1231101;99;1;141,3190002;3;16,3560009;16,4080009;0,1587020;-0,9644070;3;3;420,680646767999974;848549,0000000;1702490,0000000;0;5,7348700
281;0;0,3705480;99;3;206,5700073;4;14,8500996;11,1400003;0,3302230;-0,0403252;3;8;13,787975247500000;837770,0000000;1696950,0000000;0;5,0630498
282;0;-1,6048100;99;1;104,1559982;3;22,1348991;151,3059998;-1,1660200;0,4387930;10;46;1059,841733519999934;806892,0000000;1758750,0000000;0;6,0091200
283;0;0,0586192;99;1;228,0599976;4;20,4967995;136,1979980;-0,0780749;-0,1366940;3;0;844,785889168000040;846075,0000000;1785450,0000000;0;5,5634298
284;0;-0,7966110;60;2;614,5999756;3;31,5641003;343,5759888;0,0470898;0,8437000;3;41;30,072124247400001;768516,0000000;1767400,0000000;0;4,9077601
285;0;-0,0289388;99;5;8,0562201;5;2,3731501;280,4070129;-0,0532045;-0,0242657;9;52;63,791004007600002;858353,0000000;1758880,0000000;0;8,8949404
286;0;-0,0572793;0;4;2,1157701;5;3,2846899;80,8582993;-0,0244423;0,0328369;2;61;136,513662737000004;845141,0000000;1778790,0000000;0;8,6500301
287;0;-1,3129200;99;2;359,7219849;4;29,1138000;90,9589005;-0,3171310;0,9957860;3;23;943,453191206000042;783798,0000000;1733250,0000000;0;4,9290199
288;0;1,0747700;90;1;350,1940002;3;32,1693993;262,8519897;0,4780390;-0,5967360;3;7;186,306794939000014;835071,0000000;1679470,0000000;0;4,5583100
289;0;0,1604600;99;2;16,7467003;3;5,1345201;74,4066010;0,1122100;-0,0482502;4;13;552,925958453000021;830584,0000000;1781040,0000000;0;7,5186400
290;0;-0,5886430;99;1;576,6710205;3;37,2556000;36,5927010;-0,2014580;0,3871860;3;40;1430,791185419999920;801768,0000000;1713850,0000000;0;4,8730502
291;0;-0,0562914;99;1;425,5400085;3;6,2463698;51,0886002;0,0145836;0,0708749;3;39;68,177657267200004;803057,0000000;1698980,0000000;0;6,3380098
292;0;-0,0000000;90;5;9,9999800;5;0,0000000;-1,0000000;0,0000000;0,0000000;2;51;144,266343126999999;857011,0000000;1747410,0000000;0;12,3739004
293;0;-0,0000000;60;5;3,9231999;5;0,0000000;-1,0000000;0,0000000;0,0000000;9;61;1133,452424900000096;843897,0000000;1775410,0000000;0;12,4485998
294;0;0,0895420;99;1;230,5359955;2;21,7367001;10,1722002;0,0637955;-0,0257464;3;23;799,140022892000047;798819,0000000;1737310,0000000;0;4,9129901
295;0;0,1657710;99;2;251,7270050;3;21,1166992;75,1799011;0,0702338;-0,0955377;3;38;110,598019586000007;801168,0000000;1707480,0000000;0;5,2591801
296;0;-1,7843699;99;1;773,7260132;2;37,6012993;61,9095001;-1,2818800;0,5024880;3;28;656,747494729999971;762835,0000000;1753620,0000000;0;5,1802001
297;0;-1,6809800;60;3;897,6290283;3;14,0099001;110,2170029;-0,4239190;1,2570601;3;28;630,508975643999975;752756,0000000;1749110,0000000;0;5,7931900
298;0;-0,0255873;99;2;435,8479919;3;4,4741402;56,8186989;0,0146952;0,0402825;3;25;518,739553642000033;796340,0000000;1701240,0000000;0;7,0593600
299;0;0,4125640;99;3;295,5660095;4;25,5839996;197,3919983;0,1189300;-0,2936340;3;50;342,328603652000027;835725,0000000;1791580,0000000;0;5,2900600
300;0;1,5795900;99;2;656,8729858;3;30,6236000;86,7715988;1,1065800;-0,4730050;3;42;410,611314719000006;781901,0000000;1760750,0000000;0;4,3832002
301;0;-0,0000279;60;2;9,2432299;5;0,0222105;135,2180023;-0,0000000;0,0000279;4;1;663,455068715000039;833465,0000000;1760980,0000000;0;10,1072998
302;0;-0,3339150;99;3;144,6280060;3;15,5852003;122,7829971;-0,1057750;0,2281390;3;22;1141,008681380000098;814795,0000000;1712820,0000000;0;5,2179599
303;0;0,3392840;99;2;357,8840027;3;4,8182502;346,9689941;0,2420670;-0,0972173;4;40;262,091965236000021;795575,0000000;1708140,0000000;0;8,0925999
304;0;-0,0310198;99;3;81,0636978;5;29,3945007;355,5710144;-0,0864239;-0,0554040;3;4;221,792523327999987;825095,0000000;1767320,0000000;0;5,8797202
305;0;-1,4647599;99;3;242,6100006;4;20,9064999;193,0509949;-0,9764410;0,4883190;3;49;716,684399194999969;847307,0000000;1785240,0000000;0;6,0867901
306;0;0,9717340;99;1;1087,5200195;3;11,1596003;232,9170074;0,7619000;-0,2098340;1;26;138,656140561000001;815159,0000000;1671070,0000000;0;5,2419300
307;0;0,1717390;90;1;949,8790283;3;24,5209999;198,2330017;-0,6526390;-0,8243780;10;28;419,794001563999984;752001,0000000;1752380,0000000;0;5,9304600
308;0;1,7545800;99;3;1110,8000488;3;26,6679993;253,0579987;1,0694700;-0,6851130;1;26;309,792334816999983;815358,0000000;1670960,0000000;0;4,5005898
309;0;0,1044240;99;2;569,5369873;3;17,3300991;10,1615000;0,0471863;-0,0572381;3;39;515,988115953000033;802643,0000000;1698650,0000000;0;5,4891100
310;0;-0,7839420;99;1;991,7390137;3;8,0928698;220,1609955;-0,4684400;0,3155020;1;26;524,149352615999987;815918,0000000;1673280,0000000;0;6,0238700
311;0;-0,1226840;99;2;349,1990051;3;18,5140991;76,2416992;0,1853610;0,3080460;3;8;99,197872884700004;837425,0000000;1688750,0000000;0;6,5865798
312;0;-0,0253347;99;2;77,5494003;3;3,5500200;97,2761993;0,0114793;0,0368140;3;10;268,722859008000000;863020,0000000;1717790,0000000;0;8,7485304
313;0;-0,3350970;99;3;702,4340210;3;26,5091991;354,1719971;-0,2981200;0,0369766;3;4;600,214881332999994;789167,0000000;1762820,0000000;0;5,3489699
314;0;0,7236500;99;1;149,4010010;2;22,5387993;49,6870995;0,0767654;-0,6468840;3;21;1200,382503679999900;799646,0000000;1744900,0000000;0;5,7582798
315;0;0,2925630;99;1;63,0149002;3;22,2723999;214,5200043;0,4938390;0,2012760;3;46;600,259434521000003;817239,0000000;1756080,0000000;0;4,7852702
316;0;0,0092299;30;2;919,8829956;3;0,6748600;124,8140030;-0,0204863;-0,0297162;1;26;75,740987131899999;799880,0000000;1679330,0000000;0;9,1883497
317;0;-0,0291182;99;2;18,9099998;5;2,5533199;19,6795006;-0,0680176;-0,0388993;4;51;357,054977821000023;871286,0000000;1724150,0000000;0;8,3115597
318;0;-0,0000000;0;2;15,0523005;5;0,0094037;45,0000000;0,0000000;0,0000000;2;44;421,034588742999972;810147,0000000;1750300,0000000;0;9,2259502
319;0;0,6622180;60;2;937,5130005;3;27,3960991;50,4378014;0,3541080;-0,3081090;10;28;133,605379067999991;751566,0000000;1752180,0000000;0;5,6794400
320;0;-0,0192278;99;2;53,1342010;4;9,4259996;155,6320038;-0,0125795;0,0066483;3;40;2,326157844300000;798596,0000000;1735680,0000000;0;5,8257599
321;0;0,0586573;99;1;113,7839966;3;26,3306007;163,1369934;-0,2903420;-0,3489990;3;44;610,761213995000048;826052,0000000;1758800,0000000;0;5,5280800
322;0;-0,0724621;99;2;6,5600901;5;1,2835100;1,4637100;-0,0455892;0,0268730;4;52;823,351980808000008;852314,0000000;1758300,0000000;0;8,7966204
323;0;0,2549760;99;1;171,1320038;4;27,3393993;22,5743008;0,1447110;-0,1102660;3;0;43,906663386300004;852576,0000000;1785460,0000000;0;5,6065602
324;0;0,0320852;99;2;12,1960001;5;0,9990530;130,7279968;0,0159355;-0,0161497;4;64;1145,613930550000077;832047,0000000;1758330,0000000;0;10,8041000
325;0;0,3141980;99;2;45,9146996;4;22,4519997;237,8509979;0,1808580;-0,1333390;3;0;144,099470281000009;844848,0000000;1785110,0000000;0;5,2869802
326;0;0,4948510;99;3;252,5879974;3;23,6800003;281,0580139;0,5220030;0,0271523;3;40;433,069091791000005;802784,0000000;1718470,0000000;0;4,8991399
327;0;0,5314400;99;3;1356,1899414;3;22,3411999;259,2219849;0,4068760;-0,1245640;1;26;1119,571050120000109;816167,0000000;1670990,0000000;0;4,9489598
328;0;-0,1675100;99;2;38,6244011;3;2,4089601;10,8519001;0,0449351;0,2124450;3;14;1033,132936369999925;826546,0000000;1774860,0000000;0;8,2787104
329;0;0,0163968;99;2;68,4944000;4;11,8507996;30,3719006;0,0877858;0,0713889;3;22;425,223802922999994;839549,0000000;1727110,0000000;0;6,8074298
330;0;0,6829140;99;3;167,5079956;2;16,0457001;222,8350067;0,1947370;-0,4881770;3;13;656,584606297000050;824292,0000000;1785280,0000000;0;5,4368200
331;0;-0,0239067;60;2;20,0890999;5;0,2800310;209,9649963;-0,0000000;0,0239067;10;10;1343,936475850000079;864555,0000000;1719670,0000000;0;10,4921999
332;0;-0,5730390;99;1;1058,2700195;3;20,8789997;49,5042992;-0,3232570;0,2497810;1;26;705,956252144000018;807094,0000000;1677750,0000000;0;6,3771501
333;0;0,7897680;99;2;605,6989746;3;20,2936001;178,2879944;0,3459430;-0,4438240;3;4;434,039944020000007;771673,0000000;1762330,0000000;0;4,7777801
334;0;0,2869350;99;1;101,0749969;4;14,3802996;38,2543983;0,1932890;-0,0936458;3;10;182,240291979000006;860382,0000000;1715380,0000000;0;5,4063902
335;0;0,0130683;60;2;335,0799866;3;3,7948599;178,1009979;0,0450292;0,0319609;3;39;447,095309105000013;802264,0000000;1700510,0000000;0;10,0690002
