FID;CID;curvature1;waterriver;VGTB_LandC;fill_dgmq3;litho1;dgm_slope1;aspect;curv_pln;curv_profi;soil1;NEAR_FID;NEAR_DIST;longitude;latitude;is_ls;Topographi
614;0;-0,0000089;30;2;16,1979008;5;0,0000382;180,0000000;-0,0000000;0,0000089;4;46;720,984823348999953;812517,0000000;1755270,0000000;0;12,1498003
615;0;-0,1900840;99;3;87,0964966;4;22,3673992;49,6912994;0,3823600;0,5724430;4;23;790,506410139999957;803654,0000000;1741800,0000000;0;4,6090698
616;0;-0,1773650;99;2;18,2490005;5;3,6977999;153,9859924;-0,1130340;0,0643312;3;4;1068,070419979999997;831653,0000000;1772100,0000000;0;7,2040401
617;0;0,2211760;60;4;169,2140045;3;10,8192997;126,9599991;0,3584370;0,1372610;3;8;1057,291857200000095;833748,0000000;1688950,0000000;0;7,1707401
618;0;0,0070462;99;2;559,7329712;4;0,1687090;227,5549927;0,0072660;0,0002198;3;39;178,961171119999989;801858,0000000;1695240,0000000;0;11,1932001
619;0;-0,0209993;99;2;5,9194198;5;1,7260300;26,7880993;0,0081087;0,0291080;4;1;132,730911289999995;841051,0000000;1758650,0000000;0;8,4239702
620;0;-0,0640992;99;2;16,5356007;5;0,3751230;4,9258900;-0,0029634;0,0611358;10;10;247,168709266999997;868314,0000000;1719850,0000000;0;9,1593199
621;0;0,2712330;60;2;437,1520081;4;5,6410899;324,4490051;0,2420370;-0,0291962;3;23;1,882323438220000;769786,0000000;1728440,0000000;0;7,6842299
622;0;-0,0632189;99;6;8,6441298;5;0,6164830;78,3592987;-0,0099357;0,0532832;9;48;701,418624735999970;832979,0000000;1785400,0000000;0;9,3113003
623;0;0,0922881;99;2;9,5175896;5;2,0030000;119,4899979;0,0621750;-0,0301131;4;1;556,392346460999988;836641,0000000;1758450,0000000;0;9,0044298
624;0;-0,2303900;60;3;78,6933975;3;27,8502007;245,3029938;0,0616962;0,2920860;3;22;428,616298718999985;817403,0000000;1713230,0000000;0;4,9662199
625;0;-0,0154826;99;3;378,2200012;3;2,0681000;187,8099976;-0,0356925;-0,0202099;3;4;68,905173704700005;807274,0000000;1767890,0000000;0;9,8545799
626;0;0,2446460;99;1;70,7686996;3;8,7476196;143,8710022;0,1455650;-0,0990813;3;22;8,980080974780000;825372,0000000;1720200,0000000;0;5,9641199
627;0;0,0315569;60;2;58,7571983;3;31,7238998;264,1329956;0,1404910;0,1089340;3;22;235,381555622999997;821324,0000000;1717320,0000000;0;4,7644000
628;0;-0,7179860;99;2;41,6363983;3;19,5442009;357,4259949;-0,5193630;0,1986230;4;19;329,897038200999987;833022,0000000;1779230,0000000;0;5,4480801
629;0;-0,3655460;99;3;679,9699707;2;23,9085999;325,3710022;-0,1764680;0,1890790;3;27;789,126734305000014;767042,0000000;1757060,0000000;0;5,0613399
630;0;0,0953077;99;1;66,6024017;4;9,9664602;323,7189941;0,0605690;-0,0347387;3;22;564,399708175000001;835882,0000000;1725400,0000000;0;6,1452098
631;0;0,0570598;99;2;42,1423988;5;1,9994700;359,9630127;0,0308974;-0,0261624;3;22;580,623248747000048;844953,0000000;1733730,0000000;0;9,2097597
632;0;0,6879750;99;5;1303,7800293;3;36,7831001;127,4390030;-0,0728832;-0,7608580;10;28;78,736470502800003;754706,0000000;1751670,0000000;0;4,7425098
633;0;-0,0621134;30;2;331,9920044;3;5,3734198;34,1020012;-0,0136712;0,0484422;4;39;160,792232694999996;802528,0000000;1700370,0000000;0;8,1396799
634;0;0,5178090;99;3;170,8659973;2;11,4211998;259,5969849;0,2518490;-0,2659600;3;21;589,575381809999953;799778,0000000;1745540,0000000;0;5,5777302
635;0;0,0301150;99;5;5,3335900;5;1,7264200;302,4419861;0,0180919;-0,0120231;11;44;282,117819110000028;845811,0000000;1780640,0000000;0;8,8830795
636;0;0,3149010;99;1;1444,9200439;3;30,2758999;119,2170029;0,1434250;-0,1714760;1;54;699,905241141000033;793009,0000000;1682720,0000000;0;5,0643501
637;0;0,8361680;99;3;565,1979980;3;8,8565102;34,6619987;1,3023700;0,4661980;3;8;1381,180116839999982;838590,0000000;1687450,0000000;0;5,2951298
638;0;0,8947520;99;1;385,5509949;3;20,8299007;232,6369934;0,1201970;-0,7745550;3;8;341,311822660000018;838636,0000000;1689560,0000000;0;4,7986002
639;0;-0,2591210;99;2;654,7420044;2;9,4603996;126,7839966;0,0196526;0,2787740;3;29;244,638778709000007;765150,0000000;1756000,0000000;0;6,5862699
640;0;-2,4646399;90;1;1046,6500244;3;42,1996002;170,9369965;-1,6306300;0,8340050;10;28;1090,342810650000047;754066,0000000;1753160,0000000;0;4,8359900
641;0;0,0344284;99;2;12,9553003;5;1,0077600;262,0889893;0,0375383;0,0031099;9;51;726,455067472999986;860011,0000000;1744520,0000000;0;9,4366703
642;0;-0,2438150;99;2;98,6118011;2;11,3814001;122,0410004;-0,3066930;-0,0628779;3;21;713,415583527999956;792959,0000000;1749240,0000000;0;6,3200402
643;0;-0,5206430;99;3;907,4669800;3;42,5135002;26,4997005;0,0000973;0,5207410;3;28;1286,386815710000064;755962,0000000;1751020,0000000;0;4,4519200
644;0;0,0397692;60;2;7,5452399;5;2,4319501;258,5310059;0,0027225;-0,0370467;9;52;16,430999980599999;858165,0000000;1758600,0000000;0;8,6747303
645;0;-0,9051610;0;3;122,6600037;4;21,2033997;78,9611969;-0,2175270;0,6876330;3;8;850,545848330000013;835065,0000000;1693590,0000000;0;5,0869999
646;0;0,4836760;99;2;971,7650146;3;26,9713001;97,8934021;0,2255550;-0,2581220;1;26;77,183146071699994;815202,0000000;1675010,0000000;0;4,9620399
647;0;0,6374920;90;2;520,7449951;3;3,2497101;189,0679932;0,1787970;-0,4586940;3;4;182,061879298000008;783277,0000000;1762920,0000000;0;7,1781201
648;0;0,0127164;60;2;9,6786804;5;1,5229200;211,4790039;0,0203514;0,0076350;4;52;368,108892855000022;854927,0000000;1758920,0000000;0;8,8426800
649;0;-0,8406750;99;3;245,0449982;3;25,2579994;244,7810059;-0,6979560;0,1427180;3;22;678,035568386000023;812511,0000000;1711710,0000000;0;5,1802802
650;0;-0,0000254;99;2;40,0187988;3;0,0340306;44,8698997;-0,0000000;0,0000254;3;22;279,264001144000019;820839,0000000;1716020,0000000;0;11,4534998
651;0;0,0762712;99;2;10,4098997;5;0,8279410;198,9499969;0,0724568;-0,0038143;9;2;397,067213931000026;848042,0000000;1767470,0000000;0;9,2658005
652;0;-0,4516150;99;1;23,4190006;4;6,5510898;283,7539978;-0,0023502;0,4492650;3;0;806,011183568999968;854176,0000000;1785460,0000000;0;6,2643900
653;0;-0,5481500;99;2;458,1809998;3;29,0398006;93,6080017;-0,4385620;0,1095870;3;7;508,567709094999998;835270,0000000;1678160,0000000;0;4,7350502
654;0;-1,7723300;60;1;343,4939880;3;14,3264999;52,6790009;-0,4565370;1,3157901;4;40;56,197168899399998;796919,0000000;1707390,0000000;0;7,4805198
655;0;-0,0619893;30;2;39,2905998;4;0,1000740;139,0769958;-0,0000000;0,0619893;5;22;322,692444953000006;835673,0000000;1726300,0000000;0;8,9043798
656;0;-0,0230704;99;2;40,0775986;4;1,4061700;141,8769989;-0,0173542;0,0057162;3;22;837,579390633999992;838783,0000000;1728200,0000000;0;9,7770901
657;0;0,0316946;99;2;40,1366997;5;1,0853100;173,9680023;0,0072580;-0,0244366;3;22;46,118763855600001;851303,0000000;1741400,0000000;0;9,3664999
658;0;0,1575300;90;2;12,7235003;5;1,5204901;26,7546005;-0,0477189;-0,2052490;4;2;1113,887621569999965;856140,0000000;1749770,0000000;0;9,2004900
659;0;0,0914201;99;5;30,6609993;3;9,2639999;196,4429932;0,0253909;-0,0660291;3;44;525,474523189000024;836694,0000000;1772650,0000000;0;6,1356602
660;0;-0,0619439;99;1;454,0079956;2;21,7963009;181,1280060;0,0226450;0,0845889;10;21;823,927020150999965;801439,0000000;1746470,0000000;0;5,3423300
661;0;-0,0000000;30;4;9,3307104;5;0,0000000;-1,0000000;0,0000000;0,0000000;10;51;956,961140353000019;862210,0000000;1742100,0000000;0;12,2139997
662;0;0,3011270;99;3;217,9100037;3;18,0461006;127,4580002;0,4547580;0,1536310;3;22;1001,879489830000011;811210,0000000;1710660,0000000;0;5,1326399
663;0;0,7890080;90;3;533,3049927;3;37,8064003;222,7120056;0,7044290;-0,0845792;3;4;818,167663079000022;790035,0000000;1764940,0000000;0;4,7421899
664;0;0,0368411;0;2;64,3771973;2;12,9219999;166,7290039;0,4159220;0,3790810;10;21;128,220053586000006;793837,0000000;1749790,0000000;0;5,7176099
665;0;0,0901591;30;5;49,7960014;3;13,7312002;329,0490112;0,1668320;0,0766734;3;4;6,416380814780000;823711,0000000;1767620,0000000;0;7,1590600
666;0;-0,4889460;99;3;1106,9699707;3;32,1185989;56,3642998;-0,1542140;0,3347320;1;54;13,553694811300000;798692,0000000;1681110,0000000;0;4,8176799
667;0;-1,5942200;99;3;124,4840012;3;20,7782001;32,7389984;-1,7822400;-0,1880220;3;4;516,946337226999958;823240,0000000;1767080,0000000;0;7,1602602
668;0;0,4635550;99;2;994,0850220;3;14,4736004;126,9840012;0,3677600;-0,0957948;1;26;58,332626101499997;815248,0000000;1673110,0000000;0;5,2292399
669;0;0,4856180;99;3;152,2369995;2;33,4607010;319,1170044;0,4370040;-0,0486140;3;44;435,693032673000005;815454,0000000;1752420,0000000;0;4,4475698
670;0;-2,1598001;99;1;105,4860001;5;24,9157009;315,0769958;-0,6404570;1,5193400;3;3;84,647702673200001;842546,0000000;1697980,0000000;0;6,0788002
671;0;-0,0527527;99;2;15,4905005;3;2,0695601;199,3439941;-0,0532146;-0,0004619;3;44;115,020128524000000;824448,0000000;1757790,0000000;0;7,7962399
672;0;-0,3175100;90;3;60,1985016;2;35,3666992;285,0100098;0,3082840;0,6257940;10;5;289,226171180999984;803741,0000000;1757970,0000000;0;4,8745499
673;0;-0,3291420;99;3;44,6725006;5;18,4340992;164,6399994;0,2876340;0,6167760;10;46;418,541013134000025;806593,0000000;1758040,0000000;0;5,9384599
674;0;-0,0721643;99;2;9,1899500;5;0,6997980;84,4959030;-0,0154529;0,0567114;4;64;393,266740605999985;833039,0000000;1760120,0000000;0;10,4581003
675;0;-0,3501590;99;1;79,5158005;4;2,7460301;58,8814011;-0,0710734;0,2790850;3;22;549,324987409999949;837336,0000000;1726250,0000000;0;6,9096298
676;0;0,2366130;99;3;1109,6600342;3;34,9301987;263,4389954;0,3582850;0,1216720;1;26;1021,324011359999986;804752,0000000;1679650,0000000;0;4,8151598
677;0;-0,4968660;99;2;27,4705009;3;21,4498005;40,5242996;-0,1706250;0,3262410;10;46;838,360759422999990;816212,0000000;1755910,0000000;0;6,4432001
678;0;0,4343530;99;1;706,1430054;3;28,9890995;242,5209961;0,7923720;0,3580190;3;29;685,231200640999987;766720,0000000;1763780,0000000;0;4,5862098
679;0;0,2633730;60;1;1024,5999756;3;20,9955006;52,8322983;0,3954290;0,1320550;1;26;524,591413530999944;806521,0000000;1678420,0000000;0;5,9196901
680;0;-0,3218380;99;1;725,9329834;3;37,4487991;228,7649994;-0,1074680;0,2143710;3;7;814,034865584000045;834377,0000000;1683700,0000000;0;4,4780798
681;0;-0,1796400;99;3;503,2650146;3;5,4180398;284,2500000;-0,0641039;0,1155360;4;4;213,355147754000001;785456,0000000;1762520,0000000;0;6,2915001
682;0;0,0666574;99;2;15,4861002;5;1,6863400;36,7103004;0,0517248;-0,0149326;4;44;1059,318858489999911;827172,0000000;1757440,0000000;0;10,8318005
683;0;-0,0597705;30;4;12,6709995;5;3,8618600;134,0059967;-0,0216875;0,0380829;4;51;893,823643929000013;864663,0000000;1735580,0000000;0;8,0614405
684;0;-0,0711534;60;4;637,5599976;3;0,6431520;205,3580017;-0,0000000;0,0711534;3;55;91,959487530299995;767197,0000000;1758150,0000000;0;8,0238104
685;0;1,2314500;99;3;1114,2900391;3;25,7173004;79,5488968;1,2722000;0,0407571;10;28;286,056140189000018;756080,0000000;1754110,0000000;0;4,3927002
686;0;-0,8897210;90;3;192,3390045;3;17,9260998;222,3139954;-0,2833500;0,6063710;3;8;298,399327291000020;837267,0000000;1691560,0000000;0;5,2388201
687;0;-0,0992743;99;5;9,2243204;5;1,6960599;86,0422974;-0,0221001;0,0771742;9;47;33,154192219599999;855665,0000000;1763330,0000000;0;8,9213696
688;0;-0,0549866;99;5;12,7951002;3;1,1910501;92,6558990;-0,0363917;0,0185950;4;46;42,493078442300003;818053,0000000;1755950,0000000;0;7,5498300
689;0;1,6193800;99;1;557,4290161;3;22,0617008;173,1979980;0,9783780;-0,6410060;3;22;688,151249965000034;806831,0000000;1709740,0000000;0;4,7886801
690;0;-0,0555776;99;1;83,0164032;4;9,5752296;150,4839935;0,2573650;0,3129430;3;10;365,738284997999983;857522,0000000;1714220,0000000;0;5,7993302
691;0;0,0013724;99;1;58,5870018;4;0,1545510;44,3502007;0,0138339;0,0124614;10;22;66,419231808999996;842840,0000000;1729380,0000000;0;10,5609999
692;0;-0,9024740;99;2;120,4820023;3;8,5312099;92,4334030;-0,1979200;0,7045540;3;3;38,013485585900000;849267,0000000;1706370,0000000;0;6,4014902
693;0;-0,8914990;99;1;123,5309982;2;31,2765007;146,1159973;-0,7446370;0,1468620;3;44;854,801272882000035;811060,0000000;1751810,0000000;0;4,9743800
694;0;0,0730219;99;2;7,8428798;5;0,5420500;311,5899963;0,0377702;-0,0352517;4;51;1097,732792739999923;867670,0000000;1734440,0000000;0;10,2616997
695;0;-0,1398400;99;2;262,6589966;3;16,5891991;150,3999939;0,0994654;0,2393050;3;38;407,343969453999989;800422,0000000;1707900,0000000;0;5,3713598
696;0;0,6027220;99;5;569,5310059;3;17,3395996;75,1290970;0,1538460;-0,4488760;10;25;17,186759385100000;793193,0000000;1692920,0000000;0;5,0819898
697;0;0,2723730;99;1;170,5579987;4;1,8844600;96,8476028;0,2078670;-0,0645062;3;10;1224,716491460000043;860000,0000000;1716350,0000000;0;7,0956101
698;0;-0,7777780;99;1;1278,0300293;3;24,4333992;190,3999939;-0,3239440;0,4538340;10;28;589,864122504999955;755377,0000000;1749400,0000000;0;4,7762198
699;0;-0,0000000;90;2;5,7759700;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;12;241,713271604999989;831954,0000000;1779240,0000000;0;12,4827003
700;0;-0,0303684;99;3;1267,6500244;3;21,2134991;20,7584991;0,0785243;0,1088930;1;26;1229,269443980000005;806668,0000000;1677330,0000000;0;5,6852798
701;0;-0,0138799;99;2;11,9117002;5;1,1638800;148,1130066;0,0188042;0,0326841;4;64;1038,456688720000102;832110,0000000;1758820,0000000;0;10,4295998
702;0;1,2665401;99;3;680,3339844;3;12,7027998;64,2817993;0,7072760;-0,5592640;3;29;107,291915447999997;765010,0000000;1764540,0000000;0;5,1179099
703;0;-0,0380558;99;2;10,9984999;5;2,1970601;343,1740112;0,0132542;0,0513100;10;10;223,836044189999996;870610,0000000;1720740,0000000;0;8,9146900
704;0;0,3572590;99;1;833,8319702;4;24,8026009;45,9126015;0,1040240;-0,2532350;3;39;965,807200276999993;801598,0000000;1693310,0000000;0;4,8494601
705;0;-0,2502700;0;6;71,9815979;4;2,2784100;145,5480042;-0,0084063;0,2418640;2;40;43,562494359799999;805227,0000000;1727180,0000000;0;8,0396795
706;0;-0,5177760;99;1;187,3789978;3;16,4354000;104,4410019;-0,5516080;-0,0338317;3;3;689,947524802999965;850656,0000000;1709380,0000000;0;6,2530398
707;0;0,9520810;99;2;434,6640015;4;17,2500000;8,8612604;0,2920920;-0,6599890;3;23;1349,117651340000066;784873,0000000;1731860,0000000;0;5,0855699
708;0;0,0390561;99;2;17,8533001;5;2,2321200;330,0190125;-0,0180991;-0,0571552;4;44;813,498953812999957;818307,0000000;1754700,0000000;0;9,5404596
709;0;0,0688477;99;1;186,7590027;2;12,6079998;290,3739929;0,4034710;0,3346230;3;23;1282,752869780000083;809269,0000000;1747730,0000000;0;5,7242899
710;0;-0,1094160;99;3;1382,5600586;3;31,2362003;175,6089935;-0,0916932;0,0177225;10;28;16,653737620499999;755214,0000000;1753010,0000000;0;4,3691702
711;0;0,4516180;99;1;200,2669983;3;15,8746004;211,7709961;0,0787200;-0,3728980;3;3;383,622172494999973;848058,0000000;1703240,0000000;0;5,6122198
712;0;-0,7793740;99;1;135,6320038;4;25,4375992;58,6118011;-0,3935000;0,3858740;3;0;534,447051306000048;849485,0000000;1786510,0000000;0;6,5052800
713;0;-0,2429560;30;5;6,3288102;5;1,8347800;100,5859985;-0,0181112;0,2248450;4;44;302,934806413999979;836296,0000000;1771000,0000000;0;8,7653103
714;0;0,6556460;99;2;38,2751999;5;6,4622698;255,4100037;0,3050240;-0,3506230;3;22;644,940909777000002;855363,0000000;1744390,0000000;0;6,5581999
715;0;0,1460500;99;2;606,9329834;4;13,6767998;54,6995010;0,1742530;0,0282028;3;25;876,584596120000015;794785,0000000;1702290,0000000;0;5,4060502
716;0;0,5475770;99;1;340,2279968;3;17,5149994;147,7400055;0,5770210;0,0294440;3;46;1413,608244139999897;807614,0000000;1759340,0000000;0;4,7754502
717;0;-1,1114700;99;1;261,2290039;3;11,2684002;191,7920074;-0,6794870;0,4319870;3;3;929,520616659999973;847589,0000000;1701890,0000000;0;6,1670599
718;0;0,0496275;99;2;62,8097992;4;2,6134200;283,3240051;0,0913793;0,0417518;3;22;902,067315117000021;844718,0000000;1731170,0000000;0;7,7639098
719;0;-0,2728610;99;2;46,5797997;3;15,1356001;240,2239990;0,0595731;0,3324340;3;14;940,480844062999950;828222,0000000;1777360,0000000;0;6,5101299
720;0;1,0743200;99;2;409,3590088;3;17,6881008;332,5090027;0,9143350;-0,1599890;3;39;190,520878611000001;803554,0000000;1697870,0000000;0;4,7725902
721;0;0,7321250;99;2;134,4040070;3;15,8378000;300,6709900;0,3997250;-0,3324010;3;22;443,870486479000022;814397,0000000;1712120,0000000;0;5,1535902
722;0;-1,1742700;99;1;20,8994999;5;13,1591997;290,2990112;0,1007990;1,2750700;3;46;73,543073695900006;811361,0000000;1754780,0000000;0;7,4956999
723;0;-1,1808000;99;2;295,7130127;4;14,0705996;58,3583984;-0,8786500;0,3021500;3;23;273,719476304000011;785925,0000000;1732230,0000000;0;5,7879500
724;0;0,6355590;99;3;313,4129944;4;31,2308006;140,4589996;0,2482740;-0,3872860;3;4;506,102799694999987;822333,0000000;1767910,0000000;0;4,7929101
725;0;1,0953799;99;3;548,4580078;3;25,9253998;340,8619995;0,5540420;-0,5413350;3;42;200,928851124000005;784527,0000000;1755320,0000000;0;4,7090702
726;0;0,0399211;99;1;10,6810999;5;3,6060300;168,1719971;0,0452342;0,0053131;10;10;271,439371267000013;872356,0000000;1722220,0000000;0;8,4566698
727;0;-0,0604723;90;1;184,7429962;2;19,4727001;141,8829956;-0,0060305;0,0544418;10;21;919,650519766999992;793991,0000000;1751420,0000000;0;5,4266400
728;0;-0,2800840;99;2;1168,7199707;3;23,9997997;123,7539978;0,0284955;0,3085790;1;26;629,787772409000013;814267,0000000;1670730,0000000;0;5,1687002
729;0;-0,3681810;99;2;171,9880066;4;21,4382992;78,8088989;-0,3360360;0,0321449;3;3;598,342475005999972;853039,0000000;1713780,0000000;0;6,0908499
730;0;0,0118844;99;2;4,6352100;5;0,1522640;8,4229202;-0,0036146;-0,0154990;4;51;440,184550473999991;872124,0000000;1726200,0000000;0;10,6728001
731;0;0,6778560;99;1;723,3839722;2;33,6323013;311,5480042;0,0851725;-0,5926840;3;21;609,198845992999964;788589,0000000;1751900,0000000;0;4,5322900
732;0;-0,2520070;99;2;433,7569885;3;14,6183996;257,9689941;-0,3504940;-0,0984869;3;40;1023,158477879999964;797596,0000000;1708910,0000000;0;5,5074201
733;0;-0,0000000;0;2;1,1935000;5;0,0297990;135,3899994;0,0000000;0,0000000;2;60;842,224686810999970;842452,0000000;1772090,0000000;0;10,3979998
734;0;1,0732100;99;2;464,1669922;3;19,1730995;271,0840149;0,4526480;-0,6205640;3;8;590,511054229000024;836385,0000000;1687920,0000000;0;5,1272702
735;0;0,0123108;99;5;14,3333998;5;3,7538099;56,8616982;0,0446691;0,0323584;9;2;216,120209292999988;847568,0000000;1774410,0000000;0;7,8913202
736;0;-1,6613600;99;1;956,3060303;3;16,4008999;109,0240021;-0,1317660;1,5295900;10;28;740,808165045999999;752394,0000000;1749320,0000000;0;5,0096998
737;0;-0,5390590;99;2;340,6650085;3;6,9492302;21,5053997;-0,2039470;0,3351120;3;39;173,608157159999990;802618,0000000;1700110,0000000;0;6,5140800
738;0;-0,0226847;99;3;741,0319824;3;36,9431992;240,6920013;0,2223110;0,2449960;3;42;646,001654659999986;785024,0000000;1755230,0000000;0;4,3409200
739;0;0,0329881;99;2;7,3016901;5;0,7660710;127,3190002;0,0427903;0,0098022;4;1;1080,364067669999940;842536,0000000;1758770,0000000;0;9,3379602
740;0;0,4917600;99;1;162,7440033;3;34,0629005;344,2569885;0,2672670;-0,2244930;3;40;286,824863331000017;803621,0000000;1723200,0000000;0;4,6630001
741;0;1,0243000;99;1;1043,2199707;2;32,8011017;224,4140015;0,8477950;-0,1765040;3;28;123,854351805999997;759986,0000000;1754410,0000000;0;4,5469499
742;0;-0,1218520;99;2;264,4490051;3;23,6835995;63,0513992;0,0370632;0,1589150;3;40;344,960852502000023;803580,0000000;1713950,0000000;0;5,0538602
743;0;-0,0608052;99;1;32,3903999;3;3,3113401;356,9590149;0,0704480;0,1312530;3;22;514,892588973999977;832903,0000000;1724110,0000000;0;6,7101998
744;0;0,1219890;99;1;12,8685999;5;3,5299301;58,5419006;0,0767860;-0,0452029;4;12;331,992792090000023;831109,0000000;1780900,0000000;0;8,2299204
745;0;-0,1569620;99;3;429,6960144;4;8,2539196;304,6319885;-0,2755000;-0,1185380;3;23;487,497241120000012;771853,0000000;1728740,0000000;0;6,3483100
746;0;0,8290400;99;2;80,0770035;3;10,9891996;308,4979858;0,0714920;-0,7575480;3;22;269,899359845999982;815412,0000000;1711510,0000000;0;5,5668101
747;0;0,1193350;99;2;121,9720001;3;29,3456001;141,3730011;-0,0001259;-0,1194610;3;46;1435,557582339999954;816048,0000000;1756500,0000000;0;4,6753502
748;0;-0,0002995;30;2;18,8285007;5;0,0012868;270,0000000;-0,0000000;0,0002995;10;46;100,767223455000007;806306,0000000;1757870,0000000;0;9,1331902
749;0;0,1232980;99;3;905,3289795;3;24,1140003;230,6670074;0,1138970;-0,0094007;1;26;1030,267194719999907;802684,0000000;1679250,0000000;0;5,5022702
750;0;1,6287900;99;2;640,3469849;4;30,5282993;138,1199951;0,8848940;-0,7438970;3;30;1457,310147789999974;765377,0000000;1727950,0000000;0;4,4689698
751;0;-0,7284200;0;4;72,1424026;4;5,5818801;101,9560013;-0,0831363;0,6452840;2;40;113,638203078000004;804802,0000000;1726510,0000000;0;7,2954302
752;0;0,1252370;99;1;138,2089996;2;11,6187000;306,4400024;0,2204980;0,0952604;3;21;517,608775791999960;794554,0000000;1747380,0000000;0;7,2728500
753;0;-1,2019500;90;3;423,8970032;3;22,7758999;145,5579987;-0,6337040;0,5682440;3;42;115,930495567999998;785582,0000000;1753900,0000000;0;5,7612300
754;0;1,5072401;99;1;732,7819824;3;18,5562992;22,7616005;0,6867510;-0,8204850;3;22;1102,765516389999902;811238,0000000;1707740,0000000;0;4,8495302
755;0;0,0036893;99;2;4,6033201;5;0,6152010;124,7720032;-0,0061173;-0,0098066;4;51;432,740453109999976;870785,0000000;1726770,0000000;0;10,4499998
756;0;1,9120600;99;1;526,8759766;3;11,3598003;254,4819946;0,8073860;-1,1046799;3;4;112,366916857999996;782360,0000000;1762710,0000000;0;5,2307601
757;0;-0,0000000;30;2;11,2213001;5;0,0187642;225,0000000;0,0000000;0,0000000;6;1;131,577730027000001;833501,0000000;1759020,0000000;0;9,5677099
758;0;0,1277160;99;1;333,8120117;4;22,1627007;137,6640015;0,0472379;-0,0804782;3;0;1225,468100309999954;847934,0000000;1785550,0000000;0;5,2958999
759;0;0,0362479;99;6;11,6940002;5;1,4637800;45,0485992;0,0226914;-0,0135565;3;44;935,832308218999970;841188,0000000;1771910,0000000;0;9,0117102
760;0;0,0175025;99;5;10,7677002;5;0,9501600;284,2650146;0,0252858;0,0077834;4;44;184,336288079000013;835913,0000000;1767170,0000000;0;9,4105997
761;0;0,0117552;99;2;75,5410995;4;2,9431300;44,2457008;0,0421513;0,0303961;3;22;661,774783440999954;842128,0000000;1729120,0000000;0;8,9347401
762;0;0,0277227;99;2;5,1236100;5;0,0652344;209,2769928;0,0282720;0,0005492;4;12;122,356187954999996;831138,0000000;1781610,0000000;0;11,7002001
763;0;0,2204560;99;2;381,1080017;3;4,6752601;78,5716019;0,0828409;-0,1376150;3;38;252,263147274000005;802046,0000000;1702160,0000000;0;7,8067799
764;0;-0,0109958;99;2;8,7165699;5;1,9219100;286,4049988;-0,0312424;-0,0202466;9;44;30,369550000400000;845977,0000000;1778980,0000000;0;9,0999804
765;0;0,5172530;99;1;611,1030273;4;25,5895996;60,6838989;0,2627010;-0,2545520;3;25;1022,348906990000046;793524,0000000;1699420,0000000;0;4,7133999
766;0;0,8199970;99;1;286,8190002;2;33,4788017;56,0587006;0,1336990;-0,6862980;3;21;678,944053916000030;798561,0000000;1746430,0000000;0;4,7624798
767;0;0,1915630;99;1;66,7073975;3;3,2080500;280,3410034;0,1677700;-0,0237929;3;22;288,968208199999992;831521,0000000;1722780,0000000;0;6,4427500
768;0;0,4750820;60;6;5,8131499;5;4,3064299;333,2969971;0,3010600;-0,1740220;9;61;53,265795264600001;844831,0000000;1780830,0000000;0;8,0309696
769;0;0,0763516;99;2;8,0031004;5;1,4575400;20,6404991;0,0168108;-0,0595408;4;2;1286,918849610000052;845396,0000000;1761670,0000000;0;9,2998199
